Folder,Count,Vendi (clip-L-14-padding),Dissimilarity (clip-L-14-padding),Std (clip-L-14-padding),Vendi (clip-L-14-crop),Dissimilarity (clip-L-14-crop),Std (clip-L-14-crop),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize),Vendi (dinov2-l-fb-crop),Dissimilarity (dinov2-l-fb-crop),Std (dinov2-l-fb-crop),Vendi (dinov2-l-fb-padding),Dissimilarity (dinov2-l-fb-padding),Std (dinov2-l-fb-padding),Vendi (vgg19-gram-resize),Dissimilarity (vgg19-gram-resize),Std (vgg19-gram-resize)
n02007558,500,3.828683376312256,0.1981865167617797,9.777955055236816,3.7172136306762695,0.1943237781524658,9.808362007141112,1.5250002145767212,0.0557224154472351,3.959694623947144,3.6631367206573486,0.1928696036338806,9.794892311096191,3.543522834777832,0.1875988245010376,20.178466796875,3.6266374588012695,0.1925753951072693,20.45653343200684,3.4722282886505127,0.1810269951820373,19.881776809692383,4.187682151794434,0.23620927333831787,25.098379135131836
n02007558,1000,3.824492931365967,0.1944084763526916,9.694180488586426,3.737568855285645,0.1915236115455627,9.741442680358888,1.5315953493118286,0.0541091561317443,3.8330235481262207,3.773337364196777,0.1934429407119751,9.813241958618164,3.676842451095581,0.1880021095275879,20.1861515045166,3.5655105113983154,0.1828563809394836,19.92457389831543,3.614070177078247,0.183639109134674,20.005699157714844,4.3569183349609375,0.2394932508468628,25.199193954467773
n01443537,1300,6.219473838806152,0.2737001776695251,11.56271266937256,6.212050437927246,0.2715548276901245,11.696172714233398,2.6939496994018555,0.1382122635841369,6.264666557312012,6.011872291564941,0.2673611640930176,11.696680068969728,8.719643592834473,0.4013533592224121,29.27880477905273,8.731853485107422,0.4032108187675476,29.37639617919922,8.725092887878418,0.4016530513763428,29.365686416625977,,,
n01443537,100,5.072062015533447,0.2804579734802246,11.828025817871094,5.076642990112305,0.2757081985473633,11.769254684448242,2.34935998916626,0.1352284550666809,6.16368579864502,4.760565280914307,0.2630534768104553,11.608454704284668,6.691812038421631,0.4092847108840942,29.7016544342041,7.409714221954346,0.4552214741706848,31.36749839782715,6.205184459686279,0.3797644376754761,28.65421485900879,4.273165702819824,0.24721777439117432,20.131454467773438
n01443537,500,5.932692527770996,0.2734865546226501,11.559137344360352,5.842830181121826,0.2685866355895996,11.643479347229004,2.61032772064209,0.1401740312576294,6.389928817749023,5.591929912567139,0.2616271376609802,11.596869468688965,8.07399845123291,0.393396258354187,29.02517890930176,8.460549354553223,0.4136487245559692,29.75473022460937,8.269628524780273,0.4019755125045776,29.392353057861328,4.698673248291016,0.2374984622001648,19.610389709472656
n01443537,1000,6.175023555755615,0.2740828394889831,11.573570251464844,6.194398880004883,0.2730165123939514,11.724827766418455,2.629422664642334,0.1350589394569397,6.168282508850098,5.93267822265625,0.2660324573516845,11.670437812805176,8.577841758728027,0.402158260345459,29.321367263793945,8.720749855041504,0.4027511477470398,29.35848617553711,8.458375930786133,0.3992395997047424,29.270383834838867,4.945237159729004,0.23992925882339478,19.511001586914062
n01924916,1300,5.939024925231934,0.267973780632019,10.97431468963623,6.152951240539551,0.2721177339553833,11.403297424316406,2.230384111404419,0.1313529014587402,6.589423179626465,6.11359453201294,0.2716817855834961,11.304314613342283,6.755702495574951,0.3097776174545288,26.396034240722656,6.425998687744141,0.3012773394584656,26.044801712036133,6.984383583068848,0.3137624859809875,26.60850715637207,,,
n01924916,100,4.74528169631958,0.2614549994468689,10.849241256713867,4.453977584838867,0.2442033290863037,10.864872932434082,2.3697314262390137,0.1755699515342712,7.994428634643555,4.831787586212158,0.2655103802680969,11.245206832885742,5.342464447021484,0.326150119304657,27.171680450439453,4.285732746124268,0.2653858065605163,24.6085147857666,5.466721057891846,0.3207204937934875,27.005430221557617,5.547274112701416,0.2969807982444763,14.805615425109863
n01924916,500,5.555135726928711,0.2626138925552368,10.851459503173828,6.026915550231934,0.2750653028488159,11.47380256652832,2.2221691608428955,0.135969340801239,6.732351303100586,5.983475685119629,0.2765417695045471,11.403168678283691,6.593795299530029,0.3169360756874084,26.707592010498047,5.961613655090332,0.2974027991294861,25.898582458496094,6.521783351898193,0.3160618543624878,26.72774124145508,6.605247974395752,0.29745495319366455,14.63560962677002
n01924916,1000,5.817752838134766,0.2653974890708923,10.921512603759766,6.1672468185424805,0.2741395235061645,11.443324089050291,2.262763023376465,0.1356796026229858,6.702128887176514,6.035816669464111,0.2708703279495239,11.290855407714844,6.91892671585083,0.3180696368217468,26.73566627502441,6.369022369384766,0.3066063523292541,26.273536682128903,6.710637092590332,0.3077218532562256,26.36805725097656,6.7581048011779785,0.29395192861557007,14.670001029968262
n01755581,1300,5.00496244430542,0.2362847924232483,10.529560089111328,4.957528114318848,0.2342391610145568,10.645200729370115,5.016790866851807,0.2666276097297668,9.856947898864746,4.917628765106201,0.2337773442268371,10.674511909484863,8.597075462341309,0.3792034983634949,29.222110748291016,8.25384521484375,0.3725197315216064,28.988534927368164,9.690844535827637,0.3990615010261535,30.024581909179688,,,
n01755581,100,4.335927963256836,0.2445823550224304,10.775328636169434,4.019209384918213,0.2293641567230224,10.59456729888916,4.142138481140137,0.2613258957862854,9.716300010681152,4.312459945678711,0.244622528553009,11.00953197479248,6.16829252243042,0.3676517605781555,28.963598251342773,7.276614189147949,0.4168538451194763,30.809993743896484,7.64344596862793,0.4100932478904724,30.587797164916992,4.307080268859863,0.258522629737854,17.871856689453125
n01755581,500,4.769153594970703,0.2345706820487976,10.51121711730957,4.952150821685791,0.2401961088180542,10.7513427734375,4.714724063873291,0.2587934136390686,9.741891860961914,4.836389541625977,0.2371217608451843,10.748676300048828,8.608481407165527,0.3916312456130981,29.70492935180664,7.86067533493042,0.3760364055633545,29.15277099609375,9.111858367919922,0.4097312688827514,30.435949325561523,5.057116508483887,0.2710248827934265,18.183420181274414
n01755581,1000,4.909648418426514,0.2339004874229431,10.483128547668455,4.932308197021484,0.2346301078796386,10.658540725708008,4.954338550567627,0.2665572762489319,9.85383415222168,4.9123854637146,0.2347116470336914,10.694398880004885,8.56833267211914,0.3819119930267334,29.31620216369629,8.038924217224121,0.3677537441253662,28.812612533569336,9.358677864074709,0.39639413356781,29.92003631591797,5.170899868011475,0.2677847743034363,18.161273956298828
n02058221,1300,7.047284126281738,0.304050862789154,11.610708236694336,6.952328205108643,0.2999510765075683,11.69395923614502,3.059922695159912,0.1694039106369018,6.856191158294678,7.085723400115967,0.3049286603927612,11.793601036071776,8.271166801452637,0.3641825914382934,28.104692459106445,7.751274585723877,0.3534335494041443,27.704967498779297,9.042924880981444,0.3778876662254333,28.679391860961918,,,
n02058221,100,5.824441909790039,0.309825599193573,11.764552116394045,5.851690769195557,0.3080393671989441,11.954718589782717,2.62963342666626,0.1675053238868713,6.906749725341797,5.502862453460693,0.2971239686012268,11.688138008117676,5.917219161987305,0.364296019077301,28.282060623168945,4.645826816558838,0.2868435978889465,25.07201385498047,6.075555324554443,0.3534764051437378,27.897565841674805,4.4554314613342285,0.2604145407676697,14.927027702331543
n02058221,500,6.899576663970947,0.3075224757194519,11.668673515319824,6.652716636657715,0.2989813685417175,11.672249794006348,2.8241190910339355,0.1612062454223632,6.75173807144165,6.787563323974609,0.3050331473350525,11.816143035888672,7.100442409515381,0.337969958782196,27.107051849365234,7.362870216369629,0.3610710501670837,28.025325775146484,8.852294921875,0.3936493992805481,29.27776336669922,5.0670857429504395,0.2587308883666992,13.433621406555176
n02058221,1000,7.017003059387207,0.3044440746307373,11.616125106811523,6.817813873291016,0.2982106208801269,11.669671058654783,3.079271078109741,0.1708987355232238,6.823464393615723,7.019480705261231,0.3053523898124695,11.803850173950195,8.348013877868652,0.3711889982223511,28.375864028930664,7.556124687194824,0.349938690662384,27.56827163696289,9.042387008666992,0.3832953572273254,28.883729934692383,5.217921257019043,0.25730055570602417,13.4325532913208
n01877812,1300,6.812068462371826,0.2850783467292785,11.76544952392578,6.321427345275879,0.271218478679657,11.700648307800291,3.957871675491333,0.1975684762001037,7.957010746002197,6.376355171203613,0.273609459400177,11.784150123596191,8.259116172790527,0.3059359192848205,25.820980072021484,7.762455940246582,0.2952321171760559,25.394630432128903,9.130390167236328,0.323484718799591,26.55278205871582,,,
n01877812,100,5.180294990539551,0.2740663290023803,11.621319770812988,5.393267154693604,0.2837703227996826,11.986248970031738,3.154705286026001,0.1821072697639465,7.237959861755371,4.48203706741333,0.2457380890846252,11.268243789672852,5.225183010101318,0.2836560606956482,25.03178024291992,5.139988899230957,0.2724139094352722,24.525222778320312,5.962387561798096,0.315881073474884,26.35328483581543,3.97877836227417,0.23523390293121338,15.489084243774414
n01877812,500,6.492340087890625,0.284045398235321,11.757003784179688,6.027560234069824,0.2708230018615722,11.72171688079834,3.7418408393859854,0.194065511226654,7.90625524520874,6.105910778045654,0.2727787494659424,11.787492752075195,7.682226657867432,0.3061931729316711,25.85316467285156,6.852139472961426,0.2871840000152588,25.07759094238281,8.90195369720459,0.3370452523231506,27.11916732788086,4.43772554397583,0.23411500453948975,16.882282257080078
n01877812,1000,6.804961204528809,0.2871947288513183,11.810247421264648,6.213551044464111,0.2692251205444336,11.663329124450684,3.928942680358887,0.1971572637557983,7.873593807220459,6.244123935699463,0.2720274925231933,11.761638641357422,8.212372779846191,0.3097628951072693,25.9788818359375,7.551266193389893,0.292864978313446,25.293901443481445,9.129837036132812,0.3269819021224975,26.70029830932617,4.688350200653076,0.2390732765197754,16.733469009399414
n01819313,1300,5.253379821777344,0.2444957494735717,10.830843925476074,4.540564060211182,0.2185969948768615,10.457504272460938,2.02645206451416,0.0901105999946594,4.923799991607666,4.8340911865234375,0.2298789620399475,10.709322929382324,2.9248828887939453,0.1508095860481262,18.20671272277832,2.7205634117126465,0.1390923261642456,17.490394592285156,3.1077470779418945,0.1606630086898803,18.83170890808105,,,
n01819313,100,4.054408550262451,0.2308902740478515,10.61293125152588,3.879502058029175,0.2239586114883422,10.658642768859863,1.8310800790786743,0.0897949337959289,5.030369758605957,4.055687427520752,0.2304572463035583,10.788434028625488,2.5171704292297363,0.1488764882087707,18.13849258422852,2.3710246086120605,0.144208014011383,17.893321990966797,2.2952375411987305,0.1261847615242004,16.771465301513672,4.2397780418396,0.24471122026443481,14.382048606872559
n01819313,500,5.04672908782959,0.2442924976348877,10.82041835784912,4.348950386047363,0.2165997624397277,10.403879165649414,1.9650393724441528,0.0887433886528015,4.830612659454346,4.651687145233154,0.2289856672286987,10.703620910644531,2.907559394836426,0.1584935784339904,18.64107894897461,2.5643138885498047,0.1329164505004882,17.114360809326172,3.0341556072235107,0.1640145778656005,19.02406120300293,4.9813337326049805,0.25417113304138184,14.839076042175293
n01819313,1000,5.188930034637451,0.2434922456741333,10.813156127929688,4.629498481750488,0.2226473689079284,10.544307708740234,2.075613021850586,0.0949653983116149,5.136849880218506,4.676300048828125,0.2255558967590332,10.620428085327148,2.8873651027679443,0.149480402469635,18.122859954833984,2.7317464351654053,0.1414468884468078,17.64151382446289,3.038338184356689,0.1582794785499572,18.686695098876957,5.225589275360107,0.2551800608634949,14.808208465576172
n01728572,1300,7.009715080261231,0.2932395935058594,11.497776985168455,7.164611339569092,0.2949227690696716,11.732992172241213,7.037935256958008,0.3177039623260498,11.348455429077148,6.8680925369262695,0.288584291934967,11.630789756774902,32.36146926879883,0.6915498971939087,38.81150817871094,31.6474723815918,0.6939361095428467,38.90818405151367,35.39144515991211,0.6949870586395264,38.980167388916016,,,
n01728572,100,5.411068916320801,0.2883700132369995,11.492412567138672,5.5134806632995605,0.2892712354660034,11.696395874023438,5.806718349456787,0.3237558007240295,11.461360931396484,5.275650501251221,0.2845622301101684,11.55418586730957,18.98631858825684,0.6856299638748169,38.81407165527344,17.504966735839844,0.6712119579315186,38.42766952514648,26.016002655029297,0.7501972913742065,40.68557357788086,5.56646728515625,0.317330002784729,19.26712989807129
n01728572,500,6.715816974639893,0.2939985990524292,11.49824333190918,6.68190336227417,0.291490375995636,11.693194389343262,6.940077781677246,0.3258659839630127,11.489038467407228,6.640785217285156,0.2909275889396667,11.69324779510498,27.39870834350586,0.6840944886207581,38.61655044555664,28.72933006286621,0.6970247030258179,39.00488662719727,29.58601951599121,0.6851654052734375,38.71524810791016,6.654403209686279,0.3198714852333069,19.30396270751953
n01728572,1000,6.920226573944092,0.2926188707351684,11.485223770141602,7.188977241516113,0.297021746635437,11.780036926269531,7.058836936950684,0.321036696434021,11.462162017822266,6.678073883056641,0.2852649688720703,11.567126274108888,32.424034118652344,0.6955773830413818,38.92888641357422,30.015705108642575,0.6881547570228577,38.74505615234375,34.95136260986328,0.6991252899169922,39.0844612121582,7.019176483154297,0.3230642080307007,19.475248336791992
n01910747,1300,5.211470127105713,0.2431679964065551,11.026905059814451,5.037310600280762,0.2376373410224914,11.111804962158203,2.251781940460205,0.1112982034683227,5.577998638153076,4.987643718719482,0.2367362380027771,11.118515968322754,4.336380481719971,0.2231318354606628,22.0557804107666,4.211180210113525,0.2191845774650573,21.85990524291992,4.35771369934082,0.2230421304702758,22.09799194335937,,,
n01910747,100,3.6293230056762695,0.2083908915519714,10.361534118652344,3.668971061706543,0.2146114706993103,10.667916297912598,1.918827533721924,0.1009443402290344,5.428327560424805,4.196102619171143,0.2398108839988708,11.214356422424316,3.440049886703491,0.2121660709381103,21.650617599487305,3.2658631801605225,0.2102800607681274,21.482065200805664,3.745475053787232,0.2323488593101501,22.66865539550781,6.196671485900879,0.32291144132614136,11.82342529296875
n01910747,500,4.929152011871338,0.2385540008544922,10.952841758728027,4.978604793548584,0.2422667741775512,11.208842277526855,2.219008207321167,0.1130343079566955,5.658224582672119,4.844412803649902,0.2386939525604248,11.181694984436035,4.206695556640625,0.2307087779045105,22.44290542602539,4.087717056274414,0.22628915309906,22.223520278930664,4.1883158683776855,0.2263575196266174,22.2912540435791,7.217197895050049,0.3218052387237549,13.909064292907715
