Folder,Count,Vendi (vgg19-gram),Dissimilarity (vgg19-gram),Std (vgg19-gram),Vendi (convnextv2-l),Dissimilarity (convnextv2-l),Std (convnextv2-l),Vendi (dinov2-l-fb),Dissimilarity (dinov2-l-fb),Std (dinov2-l-fb),Vendi (clip-L-14),Dissimilarity (clip-L-14),Std (clip-L-14)
New_Realism/edward-hopper,117,4.756616115570068,0.26812744140625,2463888.75,27.77754783630371,0.7238713502883911,23.095335006713867,47.17446899414063,0.8078045845031738,40.76247787475586,11.659282684326172,0.4437581300735473,13.74709701538086
New_Realism/edward-hopper,100,4.63205623626709,0.2659933567047119,2493575.5,25.918148040771484,0.7177878618240356,23.023775100708008,42.71462631225586,0.8035255074501038,40.67938995361328,11.014852523803713,0.4417848587036133,13.717769622802734
New_Realism/john-french-sloan,102,4.352229118347168,0.2561089992523193,2452294.75,25.78044319152832,0.7193320989608765,22.77978706359864,37.14214324951172,0.7605205774307251,39.67897033691406,13.299588203430176,0.4781296849250793,14.169422149658203
New_Realism/john-french-sloan,100,4.345992088317871,0.2560915350914001,2456725.75,25.29738426208496,0.7177860736846924,22.717754364013672,36.66682815551758,0.759245753288269,39.65023422241211,13.284208297729492,0.479326069355011,14.184762954711914
New_Realism,314,5.671394348144531,0.2814107537269592,2477862.75,40.76792907714844,0.7391437292098999,23.575925827026367,75.01001739501953,0.793127715587616,40.285736083984375,18.5544548034668,0.4891810417175293,14.32272243499756
New_Realism,100,4.737100601196289,0.2714105248451233,2382748.0,28.407928466796875,0.7346826195716858,23.7872371673584,38.59495162963867,0.7620879411697388,39.54286193847656,13.582139015197754,0.4775235056877136,14.20807933807373
Contemporary_Realism/neil-welliver,67,3.884284496307373,0.2550740838050842,3176697.75,17.281492233276367,0.6367716789245605,22.71310043334961,27.443988800048828,0.7618001103401184,40.14745330810547,7.7586846351623535,0.3953614234924316,13.065378189086914
Contemporary_Realism/eric-fischl,74,3.1825144290924072,0.1902769804000854,2861504.5,24.769264221191406,0.7191430926322937,23.694292068481445,27.99077796936035,0.7155688405036926,37.8431282043457,8.162336349487305,0.3805771470069885,12.583247184753418
Contemporary_Realism/john-miller,77,4.9011945724487305,0.3537538647651672,1373380.25,9.50515365600586,0.5141527056694031,20.828067779541016,18.517751693725582,0.6551303863525391,36.33399963378906,6.13834810256958,0.3386173248291015,12.446295738220217
Contemporary_Realism/jamie-wyeth,106,5.012683391571045,0.2761794328689575,2288650.25,36.472412109375,0.7848265171051025,23.686906814575195,60.8265266418457,0.8730388879776001,42.5656852722168,13.732526779174805,0.4746764302253723,14.25169849395752
Contemporary_Realism/jamie-wyeth,100,4.90818977355957,0.2735670208930969,2316201.0,35.7105827331543,0.7867039442062378,23.6622371673584,58.42374420166016,0.8741047382354736,42.62438201904297,13.628582954406738,0.4761267900466919,14.281695365905762
Contemporary_Realism,481,8.820673942565918,0.404727578163147,3260224.75,69.50997924804688,0.8347856998443604,25.216426849365234,142.85330200195312,0.8795966506004333,42.24927520751953,24.236297607421875,0.5334304571151733,15.094278335571287
Contemporary_Realism,100,6.756330490112305,0.3865659236907959,3186033.5,40.2464714050293,0.8364123702049255,25.742374420166016,55.71112060546875,0.8646901845932007,41.95255661010742,15.648391723632812,0.5254754424095154,15.11717128753662
Cubism/pablo-picasso,203,4.464984893798828,0.2452235221862793,4412770.5,28.10209274291992,0.6469244360923767,22.93044090270996,31.84896850585937,0.6464248895645142,35.21428298950195,7.473488330841064,0.3244138360023498,11.87844467163086
Cubism/pablo-picasso,100,4.184582710266113,0.2476435303688049,4370163.0,23.56778335571289,0.6604113578796387,23.44351959228516,23.07494163513184,0.6348153352737427,35.07522964477539,6.704878330230713,0.3239080905914306,11.88481903076172
Cubism/pyotr-konchalovsky,88,3.278218030929565,0.2185738086700439,2653300.5,18.699207305908203,0.6932246685028076,23.34976577758789,27.623027801513672,0.7376716136932373,38.80607604980469,7.5492353439331055,0.3737273812294006,12.751728057861328
Cubism/georges-braque,80,3.247239828109741,0.1974897384643554,3108488.0,19.328712463378903,0.6240459680557251,23.85058784484864,24.668174743652344,0.6549009084701538,34.99034118652344,6.015320301055908,0.3155375719070434,11.665492057800291
Cubism/fernand-leger,141,3.981006145477295,0.2410550713539123,5632119.0,17.320037841796875,0.5597717761993408,21.254684448242188,27.526018142700195,0.6461573839187622,35.39934158325195,7.230560779571533,0.3492999076843261,12.098764419555664
Cubism/fernand-leger,100,3.815140724182129,0.2390190958976745,5756936.0,15.144426345825195,0.5502433776855469,21.21194267272949,23.89643859863281,0.6458864212036133,35.40092849731445,6.685831546783447,0.3456270694732666,12.046144485473633
Cubism/louis-marcoussis,52,3.2777342796325684,0.2099758982658386,3117841.25,14.753033638000488,0.5812487006187439,23.20561790466309,16.883703231811523,0.6031663417816162,33.45127487182617,5.297793388366699,0.3001171946525574,11.28562068939209
Cubism/paul-cezanne,56,2.9109373092651367,0.1850102543830871,1981987.125,8.572529792785645,0.4606561064720154,19.77739143371582,12.330942153930664,0.555518388748169,33.51247787475586,4.728647708892822,0.2915928363800049,11.39708423614502
Cubism/marc-chagall,67,3.37577223777771,0.2046287059783935,2880277.0,16.271690368652344,0.583004355430603,21.78368377685547,25.534854888916016,0.6917306184768677,36.65424346923828,8.09549331665039,0.384185254573822,12.673028945922852
Cubism/juan-gris,71,3.5336833000183105,0.2168771624565124,3011056.75,16.888952255249023,0.6033555269241333,22.885303497314453,21.283647537231445,0.6600890159606934,35.95826721191406,5.267629623413086,0.289421021938324,11.290863037109377
Cubism,100,5.360426902770996,0.2980676293373108,4169276.75,27.595775604248047,0.6920487284660339,24.04425621032715,36.80390548706055,0.7313121557235718,37.6162109375,9.748334884643556,0.4005246162414551,13.055184364318848
Cubism,500,5.877995491027832,0.2810075879096985,4458444.0,43.33416748046875,0.6906095743179321,23.800073623657227,70.28421020507812,0.7336426377296448,37.51972961425781,13.755949020385742,0.4111552238464355,13.205971717834473
Romanticism/pavel-svinyin,54,3.5971593856811523,0.2411131262779235,1898664.625,10.98685073852539,0.5644286870956421,21.918853759765625,22.91310310363769,0.720927357673645,38.66393661499024,7.471081256866455,0.390426754951477,13.172758102416992
Romanticism/konstantin-makovsky,269,3.712060451507568,0.2090431451797485,2005203.5,19.309192657470703,0.5676726698875427,19.41836166381836,20.52152633666992,0.5637258291244507,34.306488037109375,11.6856107711792,0.4233624935150146,13.511863708496094
Romanticism/konstantin-makovsky,100,3.398921728134156,0.205591082572937,2018071.25,15.907215118408203,0.5708961486816406,19.735050201416016,16.117029190063477,0.5700995326042175,34.56108474731445,10.082348823547363,0.4300342202186584,13.65428066253662
Romanticism/henry-raeburn,58,3.141180515289306,0.1972955465316772,1394152.375,9.265456199645996,0.4914119243621826,17.72115707397461,8.734004020690918,0.4901962280273437,32.31207656860352,5.483936786651611,0.3244852423667907,12.028401374816896
Romanticism/william-turner,226,3.981078147888184,0.2248581051826477,1329876.75,13.419227600097656,0.5130218863487244,20.5977840423584,36.686012268066406,0.6838486194610596,37.62065887451172,9.528013229370115,0.3839003443717956,12.882177352905272
Romanticism/william-turner,100,3.543917417526245,0.2125405669212341,1266143.625,10.873526573181152,0.4929867386817932,20.23733711242676,26.828569412231445,0.6780357360839844,37.54667282104492,8.15424633026123,0.3817275762557983,12.897014617919922
Romanticism/lev-lagorio,56,3.3213162422180176,0.2143950462341308,1479379.875,9.897649765014648,0.5121572017669678,19.26765251159668,25.022720336914062,0.7395248413085938,39.4218978881836,7.860118865966797,0.4002583622932434,13.252506256103516
Romanticism/john-hoppner,51,2.643864154815674,0.1583200693130493,1499392.75,8.430947303771973,0.4828121066093445,17.41953468322754,5.247496128082275,0.3446753025054931,27.175994873046875,4.874688148498535,0.3053005337715149,11.590537071228027
Romanticism/vasily-tropinin,83,3.069510698318481,0.1807180643081665,1459146.75,8.949950218200684,0.4453349113464355,17.457151412963867,8.317204475402832,0.4144558310508728,29.58848571777344,6.872683048248291,0.3541260361671448,12.464353561401367
Romanticism/fyodor-bronnikov,51,3.2878096103668213,0.2250345945358276,1894198.125,14.13273811340332,0.6330228447914124,20.91293334960937,17.631895065307617,0.6859899163246155,37.83156204223633,8.889480590820312,0.4573332071304321,13.978120803833008
