Folder,Count,Vendi (convnextv2-l),Dissimilarity (convnextv2-l),Std (convnextv2-l),Vendi (dinov2-l-fb),Dissimilarity (dinov2-l-fb),Std (dinov2-l-fb),Vendi (clip-L-14),Dissimilarity (clip-L-14),Std (clip-L-14),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize)
Cubism,2235,50.81375503540039,0.6943827271461487,23.89204216003418,94.36512756347656,0.7344458103179932,37.51890182495117,14.966233253479004,0.4102680087089538,13.165735244750977,49.700767517089844,0.6899280548095703,23.685504913330078,91.34893798828125,0.7279099225997925,37.29471206665039,17.460622787475586,0.43051475286483765,inf
Cubism,100,29.901914596557617,0.7200191020965576,24.641096115112305,34.53909683227539,0.7192257046699524,37.32916641235352,10.157869338989258,0.408253014087677,13.221010208129885,26.065441131591797,0.6737723350524902,23.515535354614258,32.676368713378906,0.7054773569107056,36.83327865600586,11.148606300354004,0.42868441343307495,13.4921875
Cubism,500,44.30991744995117,0.6938040256500244,23.87146377563477,70.24581909179688,0.7288132905960083,37.37403106689453,13.90249252319336,0.412892997264862,13.21612548828125,42.182273864746094,0.6847538948059082,23.598947525024414,69.68995666503906,0.7265985012054443,37.27741622924805,15.109569549560547,0.4265546202659607,inf
Cubism,1000,48.96547317504883,0.6976220011711121,23.939289093017575,84.76681518554688,0.7347631454467773,37.544219970703125,14.608736038208008,0.4114173054695129,13.181060791015623,47.405609130859375,0.6921974420547485,23.81744384765625,82.75110626220703,0.7287524938583374,37.36289596557617,16.825210571289062,0.43308037519454956,inf
Romanticism/pavel-svinyin,54,10.98685073852539,0.5644286870956421,21.918853759765625,22.91310310363769,0.720927357673645,38.66393661499024,7.471081256866455,0.390426754951477,13.172758102416992,10.727521896362305,0.5485817790031433,21.31756019592285,21.100955963134766,0.701209306716919,38.05764389038086,8.002327919006348,0.4103873372077942,13.34375
Romanticism/konstantin-makovsky,269,19.309192657470703,0.5676726698875427,19.41836166381836,20.52152633666992,0.5637258291244507,34.306488037109375,11.6856107711792,0.4233624935150146,13.511863708496094,19.408111572265625,0.5725914835929871,19.61082649230957,20.8488826751709,0.5674847364425659,34.38351821899414,12.308940887451172,0.43353569507598877,13.53125
Romanticism/konstantin-makovsky,100,15.063104629516602,0.5559500455856323,19.1845645904541,15.25322723388672,0.5562332272529602,34.22627639770508,9.016615867614746,0.4023351073265075,13.2147798538208,16.642406463623047,0.5920643210411072,19.887691497802734,16.060178756713867,0.5748894214630127,34.755489349365234,10.498831748962402,0.4369233250617981,13.5703125
Romanticism/henry-raeburn,58,9.265456199645996,0.4914119243621826,17.72115707397461,8.734004020690918,0.4901962280273437,32.31207656860352,5.483936786651611,0.3244852423667907,12.028401374816896,8.460113525390625,0.4706999659538269,17.23563575744629,9.041284561157227,0.49773991107940674,32.53426742553711,5.846131801605225,0.33787858486175537,12.203125
Romanticism/william-turner,226,13.419227600097656,0.5130218863487244,20.5977840423584,36.686012268066406,0.6838486194610596,37.62065887451172,9.528013229370115,0.3839003443717956,12.882177352905272,13.017923355102539,0.5092167854309082,20.350170135498047,35.33603286743164,0.6772688627243042,37.36231231689453,9.38261890411377,0.3829134702682495,12.7734375
Romanticism/william-turner,100,11.329378128051758,0.5123918652534485,20.46879768371582,25.91020774841309,0.6738035678863525,37.42905426025391,8.246718406677246,0.3836266994476318,12.900564193725586,11.890337944030762,0.5298101902008057,20.903730392456055,25.517982482910156,0.671044111251831,37.262855529785156,8.211849212646484,0.3814811706542969,12.7734375
Romanticism/lev-lagorio,56,9.897649765014648,0.5121572017669678,19.26765251159668,25.022720336914062,0.7395248413085938,39.4218978881836,7.860118865966797,0.4002583622932434,13.252506256103516,8.467475891113281,0.4742763638496399,18.587417602539062,24.274385452270508,0.7320152521133423,39.15251922607422,7.487199306488037,0.38851791620254517,12.9296875
Romanticism/john-hoppner,51,8.430947303771973,0.4828121066093445,17.41953468322754,5.247496128082275,0.3446753025054931,27.175994873046875,4.874688148498535,0.3053005337715149,11.590537071228027,8.15810489654541,0.4666706323623657,17.240449905395508,5.262742519378662,0.3430270552635193,27.086549758911133,5.291983127593994,0.3232230544090271,11.859375
Romanticism/vasily-tropinin,83,8.949950218200684,0.4453349113464355,17.457151412963867,8.317204475402832,0.4144558310508728,29.58848571777344,6.872683048248291,0.3541260361671448,12.464353561401367,8.808780670166016,0.43814539909362793,17.08045196533203,8.51343059539795,0.4202958941459656,29.77994728088379,6.989022731781006,0.3568730354309082,12.4921875
Romanticism/fyodor-bronnikov,51,14.13273811340332,0.6330228447914124,20.91293334960937,17.631895065307617,0.6859899163246155,37.83156204223633,8.889480590820312,0.4573332071304321,13.978120803833008,13.798184394836426,0.6282286047935486,20.92849349975586,18.250577926635742,0.6963935494422913,38.09634780883789,8.798447608947754,0.4599583148956299,13.9453125
Romanticism/viktor-vasnetsov,111,18.978090286254883,0.6185144782066345,21.377758026123047,27.845420837402344,0.7091501951217651,38.18675231933594,11.296046257019045,0.4456414580345154,13.861786842346191,17.844890594482422,0.6042255163192749,21.359867095947266,27.12737274169922,0.7026491165161133,37.980201721191406,12.057015419006348,0.46336424350738525,14.078125
Romanticism/viktor-vasnetsov,100,18.54376602172852,0.617400050163269,21.413307189941406,26.976110458374023,0.7109729051589966,38.27770614624024,10.912290573120115,0.4430148005485534,13.831109046936035,17.418485641479492,0.6068548560142517,21.421066284179688,26.61842918395996,0.7065366506576538,38.09628677368164,11.674105644226074,0.4628497362136841,14.0859375
Romanticism/ivan-aivazovsky,577,11.349329948425291,0.4499465823173523,17.993234634399414,30.86873817443848,0.6119920015335083,35.62207794189453,7.777626037597656,0.3300851583480835,11.987279891967772,10.189135551452637,0.42821526527404785,17.68485450744629,29.59516143798828,0.6055348515510559,35.4105339050293,8.077075004577637,0.3370852470397949,inf
Romanticism/ivan-aivazovsky,100,9.078736305236816,0.4481892585754394,18.21849632263184,20.812244415283203,0.6315596103668213,36.277103424072266,6.2742767333984375,0.3248142004013061,11.939088821411133,7.418231010437012,0.39977943897247314,17.134841918945312,19.23954200744629,0.6152121424674988,35.851505279541016,6.737764358520508,0.3398628234863281,12.1484375
Romanticism/ivan-aivazovsky,500,11.381502151489258,0.452142059803009,18.045869827270508,29.962831497192383,0.610225260257721,35.579105377197266,7.739384174346924,0.33025723695755,11.990837097167969,10.011312484741211,0.42616885900497437,17.674283981323242,28.73155403137207,0.6052859425544739,35.412200927734375,7.901437759399414,0.3350496292114258,inf
Romanticism/edward-burne-jones,153,16.215625762939453,0.5440076589584351,19.851001739501957,19.70287132263184,0.5656205415725708,34.253047943115234,10.714221954345703,0.4079902172088623,13.183752059936523,15.944783210754395,0.5430968999862671,19.874855041503906,19.13692283630371,0.5573052167892456,33.92094802856445,11.327786445617676,0.41992294788360596,13.265625
Romanticism/edward-burne-jones,100,13.81589126586914,0.5331321358680725,19.54998016357422,16.47060203552246,0.5475105047225952,33.73770523071289,9.97276496887207,0.4108354449272156,13.21617031097412,14.404834747314453,0.5462183952331543,19.62774085998535,16.311872482299805,0.5548825860023499,33.96290588378906,10.563918113708496,0.42403626441955566,13.34375
Romanticism/joseph-wright,101,15.67808723449707,0.6390424370765686,20.987661361694336,19.639650344848636,0.673534095287323,37.65925979614258,8.619704246520996,0.4144537448883056,13.405320167541504,14.62930679321289,0.6255735158920288,20.70574378967285,19.240692138671875,0.6683952808380127,37.43296813964844,8.827892303466797,0.4211178421974182,13.484375
Romanticism/joseph-wright,100,15.59939956665039,0.6395255923271179,21.010597229003903,19.62655258178711,0.6747698187828064,37.693660736083984,8.642579078674316,0.4153256416320801,13.421520233154297,14.445383071899414,0.6241081953048706,20.644710540771484,18.82718849182129,0.6650097370147705,37.34126663208008,8.848047256469727,0.4220394492149353,13.5
Romanticism/rudolf-von-alt,82,13.027377128601074,0.5770697593688965,20.402320861816406,41.16563034057617,0.8267791271209717,41.66245269775391,9.445858001708984,0.4250423908233642,13.523613929748535,11.978876113891602,0.5579749345779419,19.75043296813965,39.991485595703125,0.819353461265564,41.41634750366211,9.238276481628418,0.4194599390029907,13.3671875
Romanticism/thomas-cole,144,8.818857192993164,0.4090518951416015,17.229867935180664,23.50654983520508,0.609360933303833,35.89500427246094,6.251490116119385,0.3104379177093506,11.602675437927246,7.752993583679199,0.3896366357803345,16.288509368896484,22.488557815551758,0.5985661745071411,35.54217529296875,6.332459926605225,0.3130319118499756,11.546875
Romanticism/thomas-cole,100,7.727431297302246,0.3942488431930542,16.832475662231445,20.08364486694336,0.6051570773124695,35.78815078735352,5.876526355743408,0.3103479146957397,11.63315200805664,7.182143688201904,0.38736242055892944,16.145248413085938,18.892066955566406,0.586738109588623,35.236602783203125,6.289077281951904,0.3212294578552246,11.703125
Romanticism/caspar-david-friedrich,123,17.754480361938477,0.6038859486579895,21.728759765625,41.19303131103516,0.7787553071975708,40.12701416015625,10.67203426361084,0.4249640703201294,13.596427917480469,16.23903465270996,0.5818483829498291,21.052459716796875,40.23139953613281,0.773459792137146,39.89506149291992,11.02000904083252,0.43162059783935547,13.6328125
Romanticism/caspar-david-friedrich,100,17.210678100585938,0.6077691316604614,21.752370834350582,36.248046875,0.7723171710968018,40.01572036743164,9.929511070251465,0.419715940952301,13.524062156677246,14.66882038116455,0.5679666996002197,20.86115264892578,35.667884826660156,0.770761251449585,39.907806396484375,10.375333786010742,0.4283401370048523,13.5859375
Romanticism/edwin-henry-landseer,53,19.63863945007324,0.7134114503860474,23.934383392333984,25.45734977722168,0.7583386301994324,39.65498733520508,8.991416931152344,0.4327463507652282,13.597583770751951,19.865869522094727,0.7177538275718689,23.937366485595703,25.15631866455078,0.7564590573310852,39.45395278930664,9.427528381347656,0.4446863532066345,13.71875
Romanticism/taras-shevchenko,65,13.905940055847168,0.6054859757423401,21.794410705566406,24.97694396972656,0.7392131686210632,39.12800979614258,11.302226066589355,0.4830362200736999,14.208868980407717,12.372774124145508,0.575433611869812,21.46966552734375,23.231781005859375,0.7206745147705078,38.61463928222656,12.4827299118042,0.4983956217765808,14.3359375
Romanticism/william-shayer,54,7.489457607269287,0.4179720282554626,17.520681381225586,12.570176124572754,0.5504529476165771,33.99996566772461,4.262984275817871,0.264581024646759,10.530683517456056,6.768615245819092,0.39919042587280273,17.043420791625977,12.363104820251465,0.5442582368850708,33.83156204223633,4.450420379638672,0.27388089895248413,10.6640625
Romanticism/sir-lawrence-alma-tadema,198,18.739660263061523,0.5566903948783875,20.976638793945312,28.47781753540039,0.606555700302124,35.21982955932617,9.956815719604492,0.3850143551826477,12.60082721710205,17.743322372436523,0.548446774482727,21.05857276916504,30.11969566345215,0.6187408566474915,35.45838165283203,10.75382137298584,0.4023195505142212,12.8125
Romanticism/sir-lawrence-alma-tadema,100,16.44283103942871,0.5672367215156555,21.26319694519043,20.816404342651367,0.5926496982574463,34.96910095214844,8.13194751739502,0.3694015741348266,12.342971801757812,16.115320205688477,0.5611965656280518,21.337324142456055,22.494863510131836,0.6150988340377808,35.470001220703125,9.294286727905273,0.3991529941558838,12.7890625
Romanticism/camille-corot,66,11.095270156860352,0.5565075874328613,20.127429962158203,12.868855476379396,0.5700967907905579,34.600059509277344,7.66464900970459,0.3918020725250244,12.95185089111328,10.883752822875977,0.5524447560310364,20.218578338623047,12.783034324645996,0.5659908056259155,34.517826080322266,8.070549964904785,0.4048202633857727,13.0703125
Romanticism/jan-matejko,226,15.69863986968994,0.5576763153076172,19.994308471679688,19.91400146484375,0.582534909248352,34.6787223815918,11.53823471069336,0.4314281940460205,13.71540069580078,15.7908353805542,0.5607964396476746,19.83553695678711,19.352054595947266,0.5767576694488525,34.3992805480957,11.817689895629883,0.4407119154930115,13.8203125
Romanticism/jan-matejko,100,11.941595077514648,0.528863251209259,19.485153198242188,15.592245101928713,0.5798584222793579,34.64253234863281,10.324578285217283,0.4401010870933532,13.867619514465332,13.058987617492676,0.5592236518859863,19.95380210876465,13.940132141113281,0.5555973649024963,33.89830780029297,10.282981872558594,0.4418948292732239,13.8984375
Romanticism/eugene-delacroix,155,23.645002365112305,0.6521239280700684,22.155765533447266,28.607576370239254,0.669945240020752,37.13180160522461,12.944798469543455,0.4529346227645874,13.87248992919922,23.88030433654785,0.6512194275856018,21.887798309326172,27.70199966430664,0.6614300012588501,36.84176254272461,13.742246627807617,0.4663137197494507,13.9609375
Romanticism/eugene-delacroix,100,19.872501373291016,0.6369040012359619,21.91478157043457,23.156286239624023,0.6604465246200562,36.84689331054688,11.726661682128906,0.4528071284294128,13.888686180114746,20.298503875732422,0.6357484459877014,21.950824737548828,24.855195999145508,0.679237961769104,37.48147201538086,12.368561744689941,0.4670509099960327,13.9765625
Romanticism/gustave-dore,753,18.40956687927246,0.5327898859977722,21.498371124267575,31.78852844238281,0.5769760608673096,34.3253173828125,10.104300498962402,0.3644768595695495,12.433956146240234,17.02436065673828,0.5181822180747986,21.074607849121094,31.418075561523438,0.5736111402511597,34.20923614501953,14.495311737060547,0.4137282371520996,inf
Romanticism/gustave-dore,100,14.81485080718994,0.557449460029602,22.00669288635254,18.02776336669922,0.5678536891937256,34.15789794921875,7.599125862121582,0.3575148582458496,12.380329132080078,13.121200561523438,0.5295053720474243,21.42272186279297,15.520758628845215,0.5259826183319092,32.910179138183594,10.77736759185791,0.4213207960128784,13.1640625
Romanticism/gustave-dore,500,17.815031051635742,0.5334662199020386,21.49063491821289,28.92247772216797,0.5733542442321777,34.24528503417969,9.804303169250488,0.364015519618988,12.428686141967772,16.315614700317383,0.5149905681610107,20.98403549194336,28.228530883789062,0.5659849643707275,33.98402404785156,13.929413795471191,0.41297900676727295,inf
Romanticism/john-constable,117,9.246707916259766,0.4474956393241882,19.427513122558597,22.895851135253903,0.6307840347290039,35.9601936340332,6.675387382507324,0.3320750594139099,12.1195707321167,8.467477798461914,0.42658883333206177,18.735637664794922,21.56170082092285,0.6193746328353882,35.68394470214844,6.775762557983398,0.33497029542922974,12.0546875
Romanticism/john-constable,100,9.000935554504395,0.4498864412307739,19.34494400024414,21.66507339477539,0.6298525333404541,35.98798751831055,6.727700233459473,0.340274453163147,12.280009269714355,8.14102554321289,0.4246883988380432,18.770605087280273,19.26470947265625,0.60829097032547,35.34870147705078,6.623802185058594,0.3348562717437744,12.0625
Romanticism/john-crome,56,6.657373428344727,0.4097900390625,18.40439224243164,13.749988555908203,0.5782252550125122,34.72840881347656,4.740296363830566,0.2846190929412842,11.077594757080078,6.607399940490723,0.4038706421852112,18.495058059692383,13.885321617126465,0.581716775894165,34.793025970458984,4.891798496246338,0.29239487648010254,11.171875
Romanticism/karl-bryullov,169,18.443397521972656,0.6083921194076538,20.59249687194824,21.38478660583496,0.607549250125885,35.56499481201172,11.949435234069824,0.4487691521644592,13.930390357971191,19.53223419189453,0.6213868856430054,20.937156677246094,21.782079696655273,0.6079525351524353,35.53801727294922,12.405085563659668,0.45664477348327637,13.9609375
Romanticism/karl-bryullov,100,16.146425247192383,0.6114170551300049,20.819599151611328,17.884641647338867,0.6089330911636353,35.62173843383789,10.505202293395996,0.4439345598220825,13.90457248687744,17.833219528198242,0.6324515342712402,21.138490676879883,18.686023712158203,0.6101442575454712,35.668548583984375,11.129473686218262,0.4596380591392517,14.03125
Romanticism/paul-cezanne,106,18.77720069885254,0.6410986185073853,21.977373123168945,23.16274642944336,0.654786229133606,36.76911926269531,9.345375061035156,0.4062279462814331,13.18844223022461,18.192564010620117,0.6322813034057617,21.8662109375,23.174667358398438,0.6536386013031006,36.609561920166016,9.771858215332031,0.4178696274757385,13.2578125
Romanticism/paul-cezanne,100,18.48007583618164,0.6396774649620056,21.9616813659668,22.903812408447266,0.6562297344207764,36.78303146362305,9.094780921936035,0.4028090238571167,13.145508766174316,17.832242965698242,0.6308571100234985,21.9259090423584,22.33578109741211,0.6500388383865356,36.499755859375,9.707901954650879,0.41840285062789917,13.2890625
Romanticism/cornelis-springer,71,5.216976642608643,0.3199602961540222,15.731091499328612,9.968756675720217,0.4719141125679016,31.47696876525879,3.3704259395599365,0.2037285566329956,9.300240516662598,4.740662574768066,0.3029674291610718,14.721095085144043,9.971535682678223,0.47280067205429077,31.522178649902344,3.4117271900177,0.2070070505142212,9.34375
Romanticism/orest-kiprensky,228,17.261228561401367,0.5799857378005981,19.50637435913086,15.4259672164917,0.5398533940315247,33.47323989868164,10.081949234008787,0.4102809429168701,13.492987632751465,16.7204532623291,0.5756019353866577,19.13995933532715,15.27927303314209,0.5357123613357544,33.31259536743164,10.74142074584961,0.41827428340911865,13.53125
Romanticism/orest-kiprensky,100,14.58544635772705,0.5754693746566772,19.882957458496094,12.145760536193848,0.5214536786079407,33.03816604614258,9.081141471862791,0.4173884987831116,13.651065826416016,13.249859809875488,0.5614204406738281,19.06023406982422,11.612752914428711,0.51169753074646,32.685791015625,9.479781150817871,0.4273696541786194,13.7421875
Romanticism/john-atkinson-grimshaw,103,10.548559188842772,0.505987286567688,20.860254287719727,30.03108787536621,0.7332245111465454,38.95153427124024,7.393137454986572,0.3663312792778015,12.501495361328123,9.747124671936035,0.48770034313201904,20.573219299316406,28.65366554260254,0.7219899892807007,38.557594299316406,7.716204643249512,0.37627846002578735,12.6640625
Romanticism/john-atkinson-grimshaw,100,10.817219734191896,0.5134780406951904,20.988435745239254,29.099071502685547,0.7301652431488037,38.85542297363281,7.493854999542236,0.3699911236763,12.56338596343994,9.816468238830566,0.48956364393234253,20.644716262817383,28.897863388061523,0.7275909185409546,38.744972229003906,7.456887245178223,0.37047797441482544,12.5703125
Romanticism/george-stubbs,73,16.534820556640625,0.6355506181716919,20.140460968017575,20.98073959350586,0.7008651494979858,38.200382232666016,7.151434898376465,0.3786384463310241,12.860848426818848,16.55851936340332,0.6345440149307251,20.353200912475586,21.40431785583496,0.7038021087646484,38.238746643066406,7.484402656555176,0.39052850008010864,13.0078125
Romanticism/francisco-goya,375,28.938373565673828,0.6512527465820312,22.319995880126957,33.0040168762207,0.6276575922966003,35.77450942993164,14.605420112609863,0.4641895890235901,14.019234657287598,27.782655715942383,0.6493462324142456,22.451562881469727,31.3652286529541,0.613991379737854,35.337684631347656,16.447826385498047,0.48024529218673706,inf
Romanticism/francisco-goya,100,20.0771598815918,0.6379023790359497,22.01317405700684,21.12590217590332,0.6160905361175537,35.536006927490234,10.704024314880373,0.4512218832969665,13.866710662841797,19.806346893310547,0.6466914415359497,22.646873474121094,19.539804458618164,0.5997126698493958,35.002838134765625,12.604913711547852,0.4800165295600891,14.09375
Romanticism/john-william-waterhouse,107,16.037857055664062,0.5489102602005005,20.624134063720703,18.723386764526367,0.5551218390464783,33.825035095214844,8.224969863891602,0.3692734837532043,12.41162395477295,14.779253959655762,0.5322604179382324,20.263954162597656,19.025062561035156,0.5610166788101196,34.0153694152832,8.483657836914062,0.37963348627090454,12.46875
Romanticism/john-william-waterhouse,100,15.558719635009766,0.5452070236206055,20.57369041442871,18.128793716430664,0.5542430877685547,33.80408477783203,8.111224174499512,0.3681718111038208,12.409523963928224,14.45901107788086,0.5310356616973877,20.170194625854492,18.07454490661621,0.5548176765441895,33.85014343261719,8.18800163269043,0.3747507333755493,12.3828125
