Folder,Count,Vendi (convnextv2-l-crop),Dissimilarity (convnextv2-l-crop),Std (convnextv2-l-crop),Vendi (dinov2-l-fb-crop),Dissimilarity (dinov2-l-fb-crop),Std (dinov2-l-fb-crop),Vendi (clip-L-14-crop),Dissimilarity (clip-L-14-crop),Std (clip-L-14-crop),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize),Vendi (vgg19-gram-resize),Dissimilarity (vgg19-gram-resize),Std (vgg19-gram-resize),Vendi (convnextv2-l-padding),Dissimilarity (convnextv2-l-padding),Std (convnextv2-l-padding)
Cubism/fernand-leger,141,17.320037841796875,0.5597717761993408,21.254684448242188,27.526018142700195,0.6461573839187622,35.39934158325195,7.230560779571533,0.34929990768432617,12.098764419555664,16.930009841918945,0.5551643371582031,20.932209014892575,27.15347671508789,0.6416836380958557,35.23507308959961,7.928989887237549,0.3688353300094604,12.31705379486084,3.9395205974578857,0.2485980987548828,31.369688034057617,16.708065032958984,0.5418596267700195,20.617841720581055
Cubism/fernand-leger,100,14.38931941986084,0.5299147963523865,20.57645606994629,23.68217658996582,0.6386477947235107,35.29930114746094,6.786935806274414,0.3488539457321167,12.092436790466309,14.918895721435549,0.5457315444946289,20.809402465820312,24.21452140808105,0.6501646041870117,35.58546829223633,7.331190586090088,0.3665511012077331,12.294373512268066,3.672556161880493,0.2408186793327331,32.18533706665039,14.410530090332031,0.530813455581665,20.312788009643555
Cubism/louis-marcoussis,52,14.753033638000488,0.5812487006187439,23.205617904663086,16.883703231811523,0.6031663417816162,33.45127487182617,5.297793388366699,0.3001171946525574,11.28562068939209,13.42407512664795,0.5548728704452515,22.65003776550293,15.769938468933104,0.5808340311050415,32.809627532958984,5.995422840118408,0.3264862298965454,11.633795738220217,2.772732734680176,0.1742252111434936,15.366362571716309,14.237007141113281,0.5648224353790283,22.525856018066406
Cubism/paul-cezanne,56,8.572529792785645,0.4606561064720154,19.77739143371582,12.330942153930664,0.555518388748169,33.51247787475586,4.728647708892822,0.2915928363800049,11.39708423614502,7.8705973625183105,0.4409467577934265,19.38430976867676,12.250784873962402,0.5523607134819031,33.354427337646484,4.791241645812988,0.2946223020553589,11.450493812561035,3.2918944358825684,0.2141328454017639,9.840374946594238,8.07580852508545,0.44429123401641846,19.52835464477539
Cubism/marc-chagall,67,16.271690368652344,0.583004355430603,21.78368377685547,25.534854888916016,0.6917306184768677,36.65424346923828,8.09549331665039,0.384185254573822,12.673028945922852,17.168004989624023,0.5963701009750366,22.10527992248535,25.78751945495605,0.6910681128501892,36.52392578125,8.230766296386719,0.3856180906295776,12.625272750854492,3.376169204711914,0.2100098729133606,18.464826583862305,15.923774719238281,0.5739564895629883,21.715496063232422
Cubism/juan-gris,71,16.888952255249023,0.6033555269241333,22.885303497314453,21.283647537231445,0.6600890159606934,35.95826721191406,5.267629623413086,0.289421021938324,11.290863037109375,16.022369384765625,0.5869021415710449,22.733341217041016,21.47247695922852,0.654996931552887,35.92173767089844,5.908311367034912,0.31496262550354,11.631471633911133,2.9824318885803223,0.1893078088760376,14.480709075927734,16.42693328857422,0.5893063545227051,22.543590545654297
Cubism,2235,50.81375503540039,0.6943827271461487,23.89204216003418,94.36512756347656,0.7344458103179932,37.51890182495117,14.966233253479004,0.41026800870895386,13.165735244750977,49.70076751708984,0.6899280548095703,23.68550491333008,91.34893798828124,0.7279099225997925,37.29471206665039,17.460622787475586,0.4305147528648376,13.38365077972412,,,,46.62578582763672,0.6665984392166138,23.115041732788086
Cubism,100,24.667457580566406,0.649620771408081,23.17847442626953,32.880615234375,0.7016878128051758,36.63945388793945,9.783421516418457,0.4012628197669983,13.043295860290527,27.26128578186035,0.6901965141296387,23.697874069213867,33.28630447387695,0.704530656337738,36.55965042114258,12.449151992797852,0.4548691511154175,13.847002983093262,5.1781439781188965,0.3013450503349304,20.30565452575684,24.712631225585938,0.6546016931533813,23.2836971282959
Cubism,500,46.657371520996094,0.7074017524719238,24.01110076904297,71.06314849853516,0.7370456457138062,37.66427993774414,13.740812301635742,0.409978449344635,13.167652130126953,42.68052291870117,0.6842203140258789,23.63385581970215,70.87969207763672,0.7336373925209045,37.502540588378906,15.440600395202637,0.4306703805923462,13.377331733703612,5.881253242492676,0.2965128421783447,21.998085021972656,40.17304611206055,0.6623862981796265,23.006568908691406
Cubism,1000,48.16483688354492,0.6942033767700195,23.833383560180664,83.84739685058594,0.7289804220199585,37.38041687011719,14.744196891784668,0.4133366346359253,13.21520709991455,46.40895462036133,0.6884956359863281,23.635692596435547,81.06368255615234,0.7253625392913818,37.24280548095703,16.500476837158203,0.4306763410568237,13.399089813232422,6.108726978302002,0.2955852746963501,21.340473175048828,44.27646255493164,0.6682771444320679,23.152034759521484
Romanticism/pavel-svinyin,54,10.98685073852539,0.5644286870956421,21.918853759765625,22.913103103637695,0.720927357673645,38.663936614990234,7.471081256866455,0.39042675495147705,13.172758102416992,10.727521896362305,0.5485817790031433,21.31756019592285,21.10095596313477,0.701209306716919,38.05764389038086,8.002327919006348,0.4103873372077942,13.34679889678955,3.9754467010498047,0.2611751556396484,10.52888011932373,10.105143547058105,0.5162312984466553,21.10811996459961
Romanticism/konstantin-makovsky,269,19.309192657470703,0.5676726698875427,19.41836166381836,20.521526336669922,0.5637258291244507,34.306488037109375,11.6856107711792,0.42336249351501465,13.511863708496094,19.408111572265625,0.5725914835929871,19.61082649230957,20.8488826751709,0.5674847364425659,34.38351821899414,12.308940887451172,0.4335356950759887,13.535330772399902,3.649552583694458,0.2155877351760864,12.58827304840088,19.865808486938477,0.5748534202575684,20.002368927001953
Romanticism/konstantin-makovsky,100,14.540640830993652,0.5572715401649475,19.104692459106445,17.376649856567383,0.5864615440368652,35.062259674072266,9.457064628601074,0.41467297077178955,13.388201713562012,14.819711685180664,0.5600156784057617,19.40746116638184,14.720939636230469,0.5533854961395264,34.09735870361328,10.080045700073242,0.4366555213928222,13.686203002929688,3.4501893520355225,0.2205126881599426,13.1549654006958,17.29134178161621,0.5930755734443665,20.208324432373047
Romanticism/henry-raeburn,58,9.265456199645996,0.4914119243621826,17.72115707397461,8.734004020690918,0.49019622802734375,32.312076568603516,5.483936786651611,0.32448524236679077,12.028401374816895,8.460113525390625,0.4706999659538269,17.23563575744629,9.041284561157228,0.4977399110794067,32.53426742553711,5.846131801605225,0.3378785848617553,12.203675270080566,2.996532440185547,0.1889677047729492,8.075433731079102,8.717743873596191,0.4763385057449341,17.654687881469727
Romanticism/william-turner,226,13.419227600097656,0.5130218863487244,20.5977840423584,36.686012268066406,0.6838486194610596,37.62065887451172,9.528013229370117,0.38390034437179565,12.882177352905273,13.01792335510254,0.5092167854309082,20.350170135498047,35.33603286743164,0.6772688627243042,37.36231231689453,9.38261890411377,0.3829134702682495,12.775309562683104,4.385971546173096,0.2500023245811462,7.762892246246338,13.149699211120605,0.5014195442199707,20.498647689819336
Romanticism/william-turner,100,11.64610481262207,0.5177950263023376,20.8544864654541,26.28531265258789,0.6774811148643494,37.48417282104492,8.405144691467285,0.385928750038147,12.879731178283691,11.485084533691406,0.5080387592315674,20.132339477539062,25.829635620117188,0.6687078475952148,37.19373321533203,8.129465103149414,0.3808916211128235,12.777715682983398,4.075952053070068,0.2505303621292114,8.303277015686035,11.824631690979004,0.5150790214538574,20.827728271484375
Romanticism/lev-lagorio,56,9.897649765014648,0.5121572017669678,19.26765251159668,25.022720336914062,0.7395248413085938,39.421897888183594,7.860118865966797,0.4002583622932434,13.252506256103516,8.467475891113281,0.4742763638496399,18.587417602539062,24.274385452270508,0.7320152521133423,39.15251922607422,7.487199306488037,0.3885179162025451,12.935667991638184,3.240062713623047,0.2112719416618347,8.457720756530762,8.324485778808594,0.466200053691864,19.055448532104492
Romanticism/john-hoppner,51,8.430947303771973,0.4828121066093445,17.41953468322754,5.247496128082275,0.34467530250549316,27.175994873046875,4.874688148498535,0.3053005337715149,11.590537071228027,8.15810489654541,0.4666706323623657,17.240449905395508,5.262742519378662,0.3430270552635193,27.086549758911133,5.291983127593994,0.3232230544090271,11.860413551330566,2.5132572650909424,0.1500658392906189,9.242006301879885,8.330366134643555,0.4747934341430664,17.581298828125
Romanticism/vasily-tropinin,83,8.949950218200684,0.44533491134643555,17.457151412963867,8.317204475402832,0.4144558310508728,29.588485717773438,6.872683048248291,0.3541260361671448,12.464353561401367,8.808780670166016,0.4381453990936279,17.08045196533203,8.51343059539795,0.4202958941459656,29.77994728088379,6.989022731781006,0.3568730354309082,12.490386009216309,2.830017566680908,0.1672174334526062,8.873601913452148,8.905874252319336,0.44058412313461304,17.25446891784668
Romanticism/fyodor-bronnikov,51,14.13273811340332,0.6330228447914124,20.912933349609375,17.631895065307617,0.6859899163246155,37.83156204223633,8.889480590820312,0.45733320713043213,13.978120803833008,13.798184394836426,0.6282286047935486,20.92849349975586,18.250577926635746,0.6963935494422913,38.09634780883789,8.798447608947754,0.4599583148956299,13.94934368133545,3.3405537605285645,0.2437973618507385,11.966981887817385,13.475152969360352,0.6193178296089172,21.38382911682129
Romanticism/viktor-vasnetsov,111,18.978090286254883,0.6185144782066345,21.377758026123047,27.845420837402344,0.7091501951217651,38.18675231933594,11.296046257019043,0.4456414580345154,13.861786842346191,17.844890594482422,0.6042255163192749,21.359867095947266,27.12737274169922,0.7026491165161133,37.980201721191406,12.057015419006348,0.4633642435073852,14.082792282104492,4.139977931976318,0.2465471029281616,15.999434471130373,16.762666702270508,0.5791391134262085,21.16891860961914
Romanticism/viktor-vasnetsov,100,18.584768295288086,0.6220889091491699,21.53826141357422,26.69965934753418,0.7072570323944092,38.19807052612305,10.778424263000488,0.44009101390838623,13.774946212768555,17.107702255249023,0.6022583246231079,21.307758331298828,26.21626091003418,0.7017650604248047,37.974456787109375,11.676187515258787,0.4624746441841125,14.092255592346191,4.082426071166992,0.2460932731628418,16.063016891479492,16.55608367919922,0.5837986469268799,21.336742401123047
Romanticism/ivan-aivazovsky,577,11.349329948425293,0.4499465823173523,17.993234634399414,30.868738174438477,0.6119920015335083,35.62207794189453,7.777626037597656,0.3300851583480835,11.987279891967773,10.189135551452637,0.4282152652740478,17.68485450744629,29.59516143798828,0.6055348515510559,35.4105339050293,8.077075004577637,0.3370852470397949,12.079766273498535,4.292058944702148,0.230609655380249,6.65098762512207,10.929298400878906,0.43896639347076416,18.333663940429688
Romanticism/ivan-aivazovsky,100,9.032614707946777,0.4454094171524048,18.009605407714844,18.259157180786133,0.5945917367935181,35.216617584228516,6.52738618850708,0.3344065546989441,12.10900592803955,8.96619987487793,0.4428173303604126,18.162771224975582,18.60277366638184,0.6018874645233154,35.44327163696289,6.556118965148926,0.3388352990150451,12.170891761779783,3.721416473388672,0.2241276502609253,6.540966987609863,9.143094062805176,0.4519585967063904,18.652223587036133
Romanticism/ivan-aivazovsky,500,11.400296211242676,0.4539029598236084,18.083829879760742,29.798904418945312,0.6099841594696045,35.55640411376953,7.650146007537842,0.3283740282058716,11.964426040649414,10.19747829437256,0.4302480816841125,17.731510162353516,27.704879760742188,0.5977780818939209,35.20410919189453,7.93662691116333,0.3359623551368713,12.06374740600586,4.317861557006836,0.2333026528358459,6.783775806427002,10.80567741394043,0.43842899799346924,18.32558822631836
Romanticism/edward-burne-jones,153,16.215625762939453,0.5440076589584351,19.851001739501953,19.702871322631836,0.5656205415725708,34.253047943115234,10.714221954345703,0.4079902172088623,13.183752059936523,15.944783210754396,0.5430968999862671,19.874855041503903,19.13692283630371,0.5573052167892456,33.92094802856445,11.327786445617676,0.4199229478836059,13.260700225830078,4.385503768920898,0.2498472332954406,16.98850440979004,15.03136920928955,0.5260520577430725,19.845975875854492
Romanticism/edward-burne-jones,100,15.041808128356934,0.5495178699493408,20.36170196533203,17.31856918334961,0.5684633255004883,34.38484191894531,9.772440910339355,0.40958255529403687,13.224108695983887,14.495368003845217,0.5398252010345459,19.80818748474121,16.8297119140625,0.558701753616333,34.06809616088867,9.901384353637695,0.410036563873291,13.110581398010254,4.127169609069824,0.2454190850257873,16.64383888244629,12.458965301513672,0.5098249912261963,19.503938674926758
Romanticism/joseph-wright,101,15.67808723449707,0.6390424370765686,20.987661361694336,19.639650344848633,0.673534095287323,37.65925979614258,8.619704246520996,0.41445374488830566,13.405320167541504,14.62930679321289,0.6255735158920288,20.70574378967285,19.240692138671875,0.6683952808380127,37.43296813964844,8.827892303466797,0.4211178421974182,13.484810829162598,4.24713659286499,0.2833545207977295,9.70030689239502,14.863635063171387,0.6280357837677002,20.908599853515625
Romanticism/joseph-wright,100,15.73330020904541,0.6397684812545776,21.021774291992188,19.63447380065918,0.6746127009391785,37.69442367553711,8.623472213745117,0.4146881699562073,13.41097354888916,14.564610481262209,0.6248029470443726,20.67408561706543,19.04734230041504,0.6681303977966309,37.43167495727539,8.808584213256836,0.4211093783378601,13.48649787902832,4.227760314941406,0.2831408381462097,9.719878196716309,14.896895408630371,0.6284048557281494,20.9305419921875
Romanticism/rudolf-von-alt,82,13.027377128601074,0.5770697593688965,20.402320861816406,41.16563034057617,0.8267791271209717,41.662452697753906,9.445858001708984,0.42504239082336426,13.523613929748535,11.978876113891602,0.5579749345779419,19.75043296813965,39.991485595703125,0.819353461265564,41.41634750366211,9.238276481628418,0.4194599390029907,13.370041847229004,3.4600515365600586,0.2293629646301269,13.333887100219728,10.922451972961426,0.523917019367218,19.701929092407227
Romanticism/thomas-cole,144,8.818857192993164,0.40905189514160156,17.229867935180664,23.506549835205078,0.609360933303833,35.89500427246094,6.251490116119385,0.3104379177093506,11.602675437927246,7.752993583679199,0.3896366357803345,16.288509368896484,22.48855781555176,0.5985661745071411,35.54217529296875,6.332459926605225,0.3130319118499756,11.549241065979004,3.1915953159332275,0.1865716576576233,7.503190040588379,7.7263054847717285,0.38441306352615356,16.61315155029297
Romanticism/thomas-cole,100,8.62839412689209,0.4219968318939209,17.626962661743164,20.7183837890625,0.6102445125579834,36.020294189453125,5.822224140167236,0.30714720487594604,11.564558982849121,6.85362720489502,0.3737393617630005,15.902013778686523,20.01058006286621,0.5986244678497314,35.620079040527344,6.164472579956055,0.3180202841758728,11.65279769897461,2.877768039703369,0.1701747179031372,6.160935878753662,7.106035232543945,0.37947654724121094,16.428972244262695
Romanticism/caspar-david-friedrich,123,17.754480361938477,0.6038859486579895,21.728759765625,41.193031311035156,0.7787553071975708,40.12701416015625,10.67203426361084,0.4249640703201294,13.596427917480469,16.23903465270996,0.5818483829498291,21.052459716796875,40.23139953613281,0.773459792137146,39.89506149291992,11.02000904083252,0.4316205978393554,13.631868362426758,5.660065174102783,0.3108020424842834,8.173548698425293,15.999053955078125,0.5705605745315552,21.325387954711914
Romanticism/caspar-david-friedrich,100,17.33464241027832,0.6124050617218018,21.855619430541992,38.05698013305664,0.7795776724815369,40.18577575683594,10.27468490600586,0.4264315366744995,13.63403034210205,14.410344123840332,0.5632985830307007,20.77796173095703,36.13682556152344,0.7695659399032593,39.78078842163086,10.596102714538574,0.4337211847305298,13.694851875305176,5.565783977508545,0.312149703502655,8.266510963439941,15.53294563293457,0.5769556760787964,21.260395050048828
Romanticism/edwin-henry-landseer,53,19.638639450073242,0.7134114503860474,23.934383392333984,25.45734977722168,0.7583386301994324,39.65498733520508,8.991416931152344,0.43274635076522827,13.597583770751953,19.865869522094727,0.7177538275718689,23.937366485595703,25.15631866455078,0.7564590573310852,39.45395278930664,9.427528381347656,0.4446863532066345,13.716708183288574,3.10994839668274,0.1999694108963012,14.98192024230957,19.35211944580078,0.7051576375961304,24.14232063293457
Romanticism/taras-shevchenko,65,13.905940055847168,0.6054859757423401,21.794410705566406,24.976943969726562,0.7392131686210632,39.12800979614258,11.302226066589355,0.48303622007369995,14.208868980407715,12.372774124145508,0.575433611869812,21.46966552734375,23.23178100585937,0.7206745147705078,38.61463928222656,12.4827299118042,0.4983956217765808,14.333221435546877,3.181548833847046,0.2154473662376403,8.486856460571289,10.74193286895752,0.5208956599235535,20.541332244873047
Romanticism/william-shayer,54,7.489457607269287,0.41797202825546265,17.520681381225586,12.570176124572754,0.5504529476165771,33.99996566772461,4.262984275817871,0.26458102464675903,10.530683517456055,6.768615245819092,0.3991904258728027,17.043420791625977,12.363104820251465,0.5442582368850708,33.83156204223633,4.450420379638672,0.2738808989524841,10.662102699279783,2.700698137283325,0.1705818176269531,9.61257266998291,7.1265459060668945,0.4100039005279541,17.7170352935791
Romanticism/sir-lawrence-alma-tadema,198,18.739660263061523,0.5566903948783875,20.976638793945312,28.47781753540039,0.606555700302124,35.21982955932617,9.956815719604492,0.3850143551826477,12.60082721710205,17.743322372436523,0.548446774482727,21.05857276916504,30.11969566345215,0.6187408566474915,35.45838165283203,10.75382137298584,0.4023195505142212,12.813464164733888,3.191480875015259,0.182017982006073,13.718660354614258,18.845373153686523,0.5562474727630615,21.59955596923828
Romanticism/sir-lawrence-alma-tadema,100,15.838648796081543,0.555461585521698,21.143199920654297,21.946842193603516,0.5979169607162476,35.01282501220703,8.945622444152832,0.3912202715873718,12.724433898925781,14.6033935546875,0.5393090844154358,20.890316009521484,22.18832397460937,0.6022688150405884,35.01944351196289,9.032251358032228,0.3962049484252929,12.721403121948242,2.909428119659424,0.1740869283676147,13.930597305297852,15.96334171295166,0.5545791387557983,21.667879104614258
Romanticism/camille-corot,66,11.095270156860352,0.5565075874328613,20.127429962158203,12.868855476379395,0.5700967907905579,34.600059509277344,7.66464900970459,0.3918020725250244,12.951850891113281,10.883752822875977,0.5524447560310364,20.218578338623047,12.783034324645996,0.5659908056259155,34.517826080322266,8.070549964904785,0.4048202633857727,13.065359115600586,3.550407886505127,0.2422941327095031,9.945481300354004,11.859016418457031,0.5726391673088074,20.88897132873535
Romanticism/jan-matejko,226,15.698639869689941,0.5576763153076172,19.994308471679688,19.91400146484375,0.582534909248352,34.6787223815918,11.53823471069336,0.4314281940460205,13.715400695800781,15.7908353805542,0.5607964396476746,19.83553695678711,19.352054595947266,0.5767576694488525,34.3992805480957,11.817689895629885,0.4407119154930115,13.821749687194824,3.964888095855713,0.2357916831970214,12.927014350891112,15.376166343688965,0.5484104752540588,19.778255462646484
Romanticism/jan-matejko,100,13.851667404174805,0.5656380653381348,20.142728805541992,16.39031982421875,0.5885410308837891,34.989437103271484,10.309418678283691,0.4405630826950073,13.896280288696289,14.405267715454102,0.5746062994003296,20.346235275268555,14.994565963745115,0.5676249265670776,34.263431549072266,10.36201000213623,0.4460756778717041,13.92827033996582,3.5929114818573,0.2276705503463745,12.934232711791992,12.589254379272461,0.541606605052948,20.097217559814453
Romanticism/eugene-delacroix,155,23.645002365112305,0.6521239280700684,22.155765533447266,28.607576370239258,0.669945240020752,37.13180160522461,12.944798469543457,0.4529346227645874,13.872489929199219,23.88030433654785,0.6512194275856018,21.88779830932617,27.70199966430664,0.6614300012588501,36.84176254272461,13.742246627807615,0.4663137197494507,13.964255332946776,5.272048473358154,0.2937041521072387,12.343899726867676,24.008493423461914,0.642562985420227,21.663379669189453
Romanticism/eugene-delacroix,100,20.645143508911133,0.6552622318267822,22.44350814819336,23.359851837158203,0.6595273613929749,36.96215057373047,11.980213165283203,0.4567832350730896,13.978741645812988,20.430694580078125,0.651157021522522,21.857011795043945,23.60549545288086,0.6618096232414246,36.96962738037109,12.001935005187988,0.4598569273948669,13.90911102294922,4.990683078765869,0.2945891618728637,12.979416847229004,21.19672393798828,0.6388945579528809,21.67738914489746
