Folder,Count,Vendi (clip-L-14-padding),Dissimilarity (clip-L-14-padding),Std (clip-L-14-padding),Vendi (clip-L-14-crop),Dissimilarity (clip-L-14-crop),Std (clip-L-14-crop),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize),Vendi (dinov2-l-fb-crop),Dissimilarity (dinov2-l-fb-crop),Std (dinov2-l-fb-crop),Vendi (dinov2-l-fb-padding),Dissimilarity (dinov2-l-fb-padding),Std (dinov2-l-fb-padding),Vendi (vgg19-gram-resize),Dissimilarity (vgg19-gram-resize),Std (vgg19-gram-resize),Vendi (convnextv2-l-padding),Dissimilarity (convnextv2-l-padding),Std (convnextv2-l-padding),Vendi (convnextv2-l-crop),Dissimilarity (convnextv2-l-crop),Std (convnextv2-l-crop)
n01806143,1000,4.421963691711426,0.21537578105926514,10.249405860900879,4.3065667152404785,0.21097296476364136,10.27812385559082,2.5648598670959473,0.12711000442504883,5.542646408081055,4.374186992645264,0.2147265076637268,10.391379356384277,6.023911476135254,0.3727297782897949,28.46786880493164,5.706396102905273,0.36523759365081787,28.192096710205078,5.966413497924805,0.3748246431350708,28.593782424926758,5.688989162445068,0.3168383836746216,59.11230850219727,2.2678818702697754,0.10927754640579224,5.290241718292236,2.440687417984009,0.11912614107131958,5.4005513191223145
n01496331,1300,9.473904609680176,0.3488959074020386,12.645867347717285,9.886656761169434,0.35446470975875854,13.016408920288086,6.9939117431640625,0.3427838683128357,10.759544372558594,9.51518726348877,0.3510734438896179,12.941240310668945,11.069221496582031,0.4714171886444092,32.050350189208984,10.727483749389648,0.46641212701797485,31.900650024414062,11.226240158081055,0.4724010229110718,32.1418571472168,,,,6.6726789474487305,0.33685797452926636,10.84561824798584,7.089430809020996,0.3443881869316101,10.891618728637695
n01496331,100,6.839942932128906,0.33987075090408325,12.558982849121094,6.870815753936768,0.3443177342414856,12.915797233581543,6.679068088531494,0.39051395654678345,12.213459968566895,6.875457763671875,0.33944958448410034,12.859539031982422,7.6752190589904785,0.47376155853271484,32.280982971191406,7.810087203979492,0.4471178650856018,31.47540283203125,6.99643611907959,0.45947158336639404,31.837736129760742,6.389017105102539,0.3348801732063293,9.55356502532959,5.387695789337158,0.3441353440284729,11.340432167053223,4.829656600952148,0.31446361541748047,10.074453353881836
n01496331,500,8.753600120544434,0.3455275297164917,12.610548973083496,9.620832443237305,0.3590966463088989,13.087937355041504,7.180804252624512,0.3611273169517517,11.014934539794922,8.970732688903809,0.3483881950378418,12.905472755432129,10.24213695526123,0.4708983302116394,32.0451774597168,9.720292091369629,0.47064220905303955,32.02416229248047,10.450733184814453,0.47596561908721924,32.29519271850586,7.539315700531006,0.3265062570571899,9.256915092468262,6.516348838806152,0.34351301193237305,11.063885688781738,6.287051677703857,0.3264775276184082,10.404348373413086
n01496331,1000,9.262571334838867,0.34720152616500854,12.62924861907959,9.843537330627441,0.3559190034866333,13.041770935058594,7.013909816741943,0.3472735285758972,10.860662460327148,9.488061904907227,0.35184067487716675,12.95645523071289,10.985779762268066,0.4715659022331238,32.05742645263672,10.504487991333008,0.4665035605430603,31.911880493164062,11.356343269348145,0.47728830575942993,32.30720901489258,8.068772315979004,0.3314796686172485,10.077317237854004,6.667691230773926,0.33942973613739014,10.883218765258789,7.2019782066345215,0.34974128007888794,10.960102081298828
n01847000,1300,5.225831031799316,0.25309908390045166,10.80408763885498,5.29175329208374,0.25462329387664795,10.903003692626953,5.02086067199707,0.24939435720443726,8.744014739990234,5.321841716766357,0.25627321004867554,10.975647926330566,10.873156547546387,0.5293443202972412,33.89328384399414,10.754754066467285,0.531520664691925,33.98055648803711,11.13927173614502,0.5287025570869446,33.923240661621094,,,,4.376239776611328,0.23262488842010498,8.853373527526855,4.849979877471924,0.24478226900100708,8.73916244506836
n01847000,100,4.234714031219482,0.24153876304626465,10.582474708557129,4.332653522491455,0.24876606464385986,10.825119972229004,4.684247970581055,0.2792179584503174,9.420394897460938,4.388725280761719,0.24947476387023926,10.874595642089844,8.154561996459961,0.5315635204315186,34.19107437133789,7.8007731437683105,0.5202314853668213,33.80107879638672,8.299004554748535,0.5145975351333618,33.62186813354492,3.7358455657958975,0.2164665460586547,15.270925521850586,3.958359956741333,0.2514019012451172,9.483599662780762,3.6181764602661133,0.22154009342193604,8.213265419006348
n01847000,500,4.89489221572876,0.2464745044708252,10.665976524353027,5.081600666046143,0.252999484539032,10.881418228149414,5.110086917877197,0.25759798288345337,9.071324348449707,5.193808078765869,0.2574153542518616,10.995919227600098,10.063724517822266,0.5346019268035889,34.096046447753906,9.586729049682617,0.5205690860748291,33.675960540771484,10.773370742797852,0.5385497808456421,34.24552917480469,4.264553546905518,0.2176485657691955,16.441566467285156,4.281569480895996,0.23417717218399048,8.948351860046387,4.536281108856201,0.24076998233795166,8.751218795776367
n01847000,1000,5.216448783874512,0.25466352701187134,10.842848777770996,5.18547248840332,0.25205785036087036,10.851648330688477,4.873749732971191,0.246584951877594,8.715630531311035,5.335862636566162,0.2578011751174927,11.011801719665527,10.758049964904785,0.5256413817405701,33.77933120727539,10.69990062713623,0.5359904766082764,34.12675476074219,11.127547264099121,0.5320338010787964,34.02286148071289,4.320826053619385,0.213824987411499,15.931655883789062,4.4214863777160645,0.2362607717514038,8.952031135559082,4.829048156738281,0.24514377117156982,8.727164268493652
n01739381,1300,8.182933807373047,0.31668519973754883,11.931065559387207,7.746022701263428,0.3076398968696594,11.922183990478516,4.292596340179443,0.23470735549926758,9.723630905151367,7.560840606689453,0.3034748435020447,11.867330551147461,17.45133399963379,0.49798208475112915,33.01925277709961,16.725357055664062,0.49249160289764404,32.8742790222168,18.290111541748047,0.5025492310523987,33.21291732788086,,,,4.3280253410339355,0.23717987537384033,10.028590202331543,4.340473175048828,0.23651891946792603,9.867443084716797
n01739381,100,6.081749439239502,0.30940473079681396,11.810569763183594,5.972336769104004,0.3108394742012024,12.015730857849121,3.5370640754699707,0.22660648822784424,9.811044692993164,6.030831336975098,0.3094502091407776,12.012701988220215,10.278278350830078,0.4771912097930908,32.524436950683594,10.550679206848145,0.4938194751739502,33.11668395996094,10.804981231689453,0.48626595735549927,32.826576232910156,4.379347324371338,0.2565547823905945,17.34437370300293,3.111629009246826,0.20319581031799316,9.122776985168457,3.4930481910705566,0.21857869625091553,9.309919357299805
n01739381,500,7.437734603881836,0.31079328060150146,11.828439712524414,7.25154972076416,0.3042483329772949,11.859848022460938,4.2219319343566895,0.23811298608779907,9.816993713378906,6.91349983215332,0.2987325191497803,11.788177490234375,15.046263694763184,0.48646730184555054,32.66329574584961,14.41041374206543,0.4854785203933716,32.6527099609375,16.279550552368164,0.5078515410423279,33.42620849609375,5.330339431762695,0.2681602239608764,17.409744262695312,4.175327301025391,0.2398659586906433,10.150437355041504,4.25701379776001,0.2393803596496582,9.969385147094727
