Folder,Count,Vendi (vgg19-gram-resize),Dissimilarity (vgg19-gram-resize),Std (vgg19-gram-resize),Vendi (convnextv2-l-resize),Dissimilarity (convnextv2-l-resize),Std (convnextv2-l-resize),Vendi (clip-L-14-padding),Dissimilarity (clip-L-14-padding),Std (clip-L-14-padding),Vendi (dinov2-l-fb-padding),Dissimilarity (dinov2-l-fb-padding),Std (dinov2-l-fb-padding),Vendi (clip-L-14-crop),Dissimilarity (clip-L-14-crop),Std (clip-L-14-crop),Vendi (dinov2-l-fb-crop),Dissimilarity (dinov2-l-fb-crop),Std (dinov2-l-fb-crop),Vendi (clip-L-14-resize),Dissimilarity (clip-L-14-resize),Std (clip-L-14-resize),Vendi (dinov2-l-fb-resize),Dissimilarity (dinov2-l-fb-resize),Std (dinov2-l-fb-resize)
1700_saratoga_(kantai_collection),100,2.278311491012573,0.1256052851676941,14.895915031433104,8.308300971984863,0.41534423828125,17.17620277404785,5.082285404205322,0.27279239892959595,10.511382102966309,10.074020385742188,0.44593995809555054,29.956157684326172,4.483456611633301,0.24484968185424805,10.162487030029297,11.087422370910645,0.46881693601608276,30.842254638671875,5.207259178161621,0.2774891257286072,10.656062126159668,10.30089282989502,0.44723695516586304,29.952566146850586
1538_anchovy,396,2.3830506801605225,0.1221081614494323,14.607747077941896,10.07602596282959,0.4027678966522217,17.275859832763672,5.910037994384766,0.2669793963432312,10.441337585449219,14.553773880004883,0.4642080068588257,30.5234432220459,5.3166704177856445,0.24814122915267944,10.27923583984375,16.28577423095703,0.48635733127593994,31.235774993896484,6.080392360687256,0.2720921039581299,10.600870132446289,16.18611717224121,0.4847952723503113,31.068828582763672
1538_anchovy,100,2.1930480003356934,0.1176034212112426,14.51817512512207,8.78090763092041,0.4053846597671509,17.627832412719727,4.871136665344238,0.2627333998680115,10.417040824890137,11.006895065307617,0.4625856876373291,30.55605697631836,4.737510681152344,0.25527602434158325,10.468602180480957,13.075305938720703,0.5098275542259216,32.17226028442383,4.92073392868042,0.2620445489883423,10.443527221679688,11.226363182067871,0.4671662449836731,30.673627853393555
1724_yuzuki_yukari,445,2.785176992416382,0.1460314989089965,14.165669441223145,10.384297370910645,0.40457242727279663,16.65001678466797,6.612359046936035,0.281888484954834,10.708913803100586,14.657242774963379,0.43640410900115967,29.475690841674805,5.440655708312988,0.24680018424987793,10.279787063598633,16.20833396911621,0.4535263776779175,30.028480529785156,6.783077239990234,0.28628450632095337,10.863229751586914,15.950258255004883,0.4520384669303894,29.89055824279785
1724_yuzuki_yukari,100,2.5996127128601074,0.1473128199577331,14.09847927093506,7.8459696769714355,0.3934483528137207,16.178632736206055,5.024839401245117,0.26236242055892944,10.309823036193848,9.945417404174805,0.41926008462905884,29.033782958984375,4.724198818206787,0.25300663709640503,10.396954536437988,11.698763847351074,0.4627680778503418,30.44802474975586,4.949896812438965,0.2592911124229431,10.37006664276123,10.821228981018066,0.44054388999938965,29.723262786865234
909_noire,147,2.2008087635040283,0.1142393946647644,15.48379898071289,5.848338603973389,0.314434289932251,14.052162170410156,4.740353107452393,0.25173139572143555,10.084128379821777,7.306125164031982,0.35875123739242554,27.06656265258789,4.224555969238281,0.2291039228439331,9.767026901245117,7.615716457366943,0.3702925443649292,27.563875198364258,4.870202541351318,0.25577402114868164,10.198993682861328,7.769927024841309,0.3723551630973816,27.548797607421875
909_noire,100,2.1948227882385254,0.116807222366333,15.387612342834473,5.261731147766113,0.30045175552368164,13.71506404876709,4.444250583648682,0.24719101190567017,10.022741317749023,6.356318950653076,0.34143954515457153,26.468217849731445,4.247536659240723,0.23841047286987305,9.979574203491211,7.1547369956970215,0.36287248134613037,27.30101776123047,4.607624053955078,0.25434863567352295,10.180511474609375,7.649545669555664,0.3901432156562805,28.261859893798828
460_gumi,430,3.4143226146698,0.181026816368103,17.940622329711914,15.737340927124023,0.488442063331604,18.940988540649414,9.923523902893066,0.35650235414505005,12.06002140045166,22.19498062133789,0.5129795074462891,31.75542449951172,8.4050874710083,0.3225780725479126,11.637200355529785,23.141433715820312,0.5195078253746033,31.96229362487793,10.747166633605957,0.37045198678970337,12.291415214538574,23.331361770629883,0.522379457950592,31.949451446533203
460_gumi,100,2.963627338409424,0.1725601553916931,18.144466400146484,11.76802921295166,0.479292094707489,18.848587036132812,7.950913429260254,0.356845498085022,12.137497901916504,15.037771224975586,0.5113459825515747,31.77962875366211,6.71406888961792,0.31986844539642334,11.626694679260254,14.624556541442871,0.5045926570892334,31.68166732788086,8.253201484680176,0.3628090023994446,12.222678184509277,14.129328727722168,0.4956846833229065,31.17262077331543
549_ganaha_hibiki,507,2.515205383300781,0.1274054050445556,15.71541976928711,10.863776206970215,0.41106975078582764,16.45716094970703,7.1630120277404785,0.29557472467422485,11.005393981933594,16.59722137451172,0.47184181213378906,30.733722686767578,6.0464277267456055,0.2638871669769287,10.572206497192383,18.817811965942383,0.49545401334762573,31.473703384399414,7.389729022979736,0.29983067512512207,11.123480796813965,18.45001792907715,0.49064111709594727,31.179698944091797
549_ganaha_hibiki,100,2.289558172225952,0.1234910488128662,15.418375968933104,8.45270824432373,0.4088744521141052,16.301433563232422,5.60828161239624,0.29021674394607544,10.959534645080566,12.170162200927734,0.4768447279930115,31.073938369750977,4.810968399047852,0.2558084726333618,10.434137344360352,12.300178527832031,0.4828263521194458,31.19928550720215,5.429579734802246,0.27757102251052856,10.744667053222656,13.90786075592041,0.5083847641944885,31.790626525878906
549_ganaha_hibiki,500,2.5098557472229004,0.1271592378616333,15.71914005279541,10.761137962341309,0.4092228412628174,16.41968536376953,7.155613899230957,0.29555195569992065,11.005224227905273,16.57062339782715,0.47182393074035645,30.729001998901367,6.064036846160889,0.26446545124053955,10.584513664245605,18.854257583618164,0.4961848855018616,31.500560760498047,7.377217769622803,0.2998223900794983,11.12345027923584,18.348176956176758,0.49032533168792725,31.172082901000977
472_gasai_yuno,165,3.114370584487915,0.1743615865707397,15.14611530303955,11.310361862182617,0.4452732801437378,18.366243362426758,6.390778064727783,0.2978937029838562,11.124063491821289,14.883652687072754,0.4748261570930481,30.676036834716797,5.323031425476074,0.26470720767974854,10.629738807678223,16.47491455078125,0.4976734519004822,31.333242416381836,6.630160331726074,0.3050355315208435,11.252840042114258,16.477758407592773,0.49655574560165405,31.215221405029297
472_gasai_yuno,100,3.0891783237457275,0.1800057888031005,15.454965591430664,10.031435012817383,0.4442518949508667,18.360048294067383,5.883255958557129,0.29587727785110474,11.107837677001953,12.544586181640625,0.4649426341056824,30.369386672973633,4.66055965423584,0.25102442502975464,10.360379219055176,13.918512344360352,0.4937257766723633,31.197256088256836,6.104754447937012,0.3035731911659241,11.279433250427246,13.568855285644531,0.48003292083740234,30.689332962036133
285_ibuki_fuuko,164,2.5189342498779297,0.1344995498657226,15.143548965454102,8.284770965576172,0.3751034140586853,16.675039291381836,5.834113597869873,0.2807859778404236,10.769872665405273,11.79906940460205,0.43293297290802,29.206493377685547,5.036296367645264,0.2508687973022461,10.354957580566406,12.713834762573242,0.44527941942214966,29.524385452270508,6.067430019378662,0.2864922881126404,10.883774757385254,12.281368255615234,0.4409492611885071,29.22955894470215
285_ibuki_fuuko,100,2.454290866851806,0.1346138715744018,15.070749282836914,7.6990485191345215,0.38041722774505615,16.804210662841797,5.265402317047119,0.27409863471984863,10.657440185546875,10.181618690490723,0.43028151988983154,29.14272689819336,4.737744331359863,0.25322508811950684,10.440794944763184,11.865938186645508,0.4589961767196655,30.015859603881836,5.3887619972229,0.2798200845718384,10.762664794921875,10.490234375,0.43330419063568115,29.05943489074707
64_remilia_scarlet,1000,3.3809633255004883,0.1761128902435302,16.11988639831543,13.0319185256958,0.43820881843566895,17.627525329589844,7.53871488571167,0.30207812786102295,11.198281288146973,13.520673751831055,0.41305428743362427,28.734546661376953,6.226583957672119,0.26743316650390625,10.709348678588867,14.698162078857422,0.4249386191368103,29.117219924926758,7.7586259841918945,0.30669403076171875,11.323637962341309,14.932262420654297,0.4292628765106201,29.194536209106445
64_remilia_scarlet,100,2.930823564529419,0.1716637015342712,15.728841781616213,9.261590957641602,0.42535918951034546,17.24074935913086,5.549525737762451,0.2844994068145752,10.919236183166504,10.350001335144043,0.43865716457366943,29.693241119384766,5.021961688995361,0.26464056968688965,10.697258949279785,8.839027404785156,0.3979431986808777,28.257152557373047,6.539274215698242,0.3218848705291748,11.662471771240234,9.840052604675293,0.41923439502716064,28.98126220703125
64_remilia_scarlet,500,3.3016324043273926,0.1770739555358886,16.248960494995117,11.652735710144043,0.42493772506713867,17.338308334350586,6.8984055519104,0.2932087779045105,11.021821022033691,12.520383834838867,0.40975117683410645,28.58943748474121,5.988302230834961,0.26653414964675903,10.690971374511719,13.997081756591797,0.4301079511642456,29.3134822845459,7.340924263000488,0.3031896948814392,11.272801399230957,13.524723052978516,0.4259408712387085,29.10409927368164
828_samus_aran,291,2.93803071975708,0.1605831384658813,15.450325965881348,10.072802543640137,0.42176783084869385,16.71624183654785,6.398878574371338,0.29140186309814453,11.412452697753906,12.073795318603516,0.4304906725883484,29.55337142944336,5.740262031555176,0.2729797959327698,11.1486234664917,13.470417976379395,0.450931191444397,30.216428756713867,6.344607830047607,0.2905382513999939,11.466460227966309,12.974892616271973,0.44231247901916504,29.818012237548828
828_samus_aran,100,2.810361385345459,0.1654017567634582,14.03424072265625,9.117929458618164,0.4339750409126282,17.079233169555664,5.422208309173584,0.2870974540710449,11.377766609191895,9.72779655456543,0.4302371144294739,29.673128128051758,5.309295654296875,0.2812933921813965,11.350593566894531,10.681256294250488,0.4531458616256714,30.433780670166016,5.408783912658691,0.28706592321395874,11.419857025146484,10.274664878845215,0.44123780727386475,29.900604248046875
1937_mercy_(overwatch),154,2.972303628921509,0.1768110394477844,16.680166244506836,10.837494850158691,0.4655500054359436,18.02328109741211,7.770627498626709,0.346036434173584,12.093901634216309,12.795454025268555,0.4840097427368164,31.314401626586914,6.353855609893799,0.30615919828414917,11.632981300354004,13.327362060546875,0.49079692363739014,31.480649948120117,7.5983052253723145,0.34116482734680176,12.09480094909668,12.973368644714355,0.48369014263153076,31.19950294494629
1937_mercy_(overwatch),100,2.93335223197937,0.1792100071907043,16.546646118164062,9.569154739379883,0.4570291042327881,18.010950088500977,7.218692302703857,0.34682697057724,12.120115280151367,10.287089347839355,0.4573073387145996,30.459739685058594,5.6217732429504395,0.29566341638565063,11.4786958694458,12.365174293518066,0.5008445978164673,31.853313446044922,7.028789520263672,0.3368777632713318,12.029939651489258,11.58442211151123,0.4820934534072876,31.23224449157715
346_otonashi_kotori,291,2.7197604179382324,0.1458668708801269,15.47044563293457,15.068385124206543,0.4992709159851074,19.058488845825195,6.878878116607666,0.3000226616859436,11.171056747436523,18.911373138427734,0.5210055708885193,32.424217224121094,5.768076419830322,0.264681339263916,10.657607078552246,22.045570373535156,0.5474809408187866,33.24399948120117,7.270225524902344,0.30885690450668335,11.36081600189209,21.035167694091797,0.5403725504875183,32.8963623046875
346_otonashi_kotori,100,2.57161545753479,0.1459896564483642,15.02064609527588,12.794831275939941,0.5137337446212769,19.176570892333984,5.544332504272461,0.28918635845184326,11.01327133178711,13.261576652526855,0.5072892308235168,32.08526611328125,5.0163798332214355,0.2668221592903137,10.744802474975586,16.95987319946289,0.5536697506904602,33.53571701049805,5.881722450256348,0.298193097114563,11.183798789978027,16.17719841003418,0.5426123142242432,33.115806579589844
2387_hagikaze_(kantai_collection),171,2.091983795166016,0.1059684753417968,13.304961204528809,7.309062957763672,0.3787570595741272,15.964740753173828,4.523937225341797,0.23780840635299683,9.899538040161133,10.177141189575195,0.4443349242210388,30.132543563842773,3.688922166824341,0.20137465000152588,9.346160888671875,10.984989166259766,0.45948755741119385,30.629858016967773,4.418649673461914,0.23443293571472168,9.895990371704102,10.499192237854004,0.4491899609565735,30.15717124938965
2387_hagikaze_(kantai_collection),100,2.0323150157928467,0.1041978001594543,12.888433456420898,6.633462429046631,0.36050891876220703,15.643381118774414,4.293037414550781,0.24050110578536987,9.91663646697998,8.731624603271484,0.42777538299560547,29.625259399414062,3.5884461402893066,0.2073279619216919,9.493383407592773,10.33462905883789,0.46664756536483765,30.899330139160156,4.110324859619141,0.23278725147247314,9.891923904418945,9.189225196838379,0.44721561670303345,30.16532325744629
128_akizuki_ritsuko,421,2.968121290206909,0.1567695140838623,16.290910720825195,18.4895076751709,0.5245848894119263,19.67619514465332,9.300795555114746,0.34755682945251465,12.07581901550293,25.941837310791016,0.5582212209701538,33.3891487121582,7.402183532714844,0.30373501777648926,11.52349853515625,29.05994987487793,0.5797545909881592,33.971771240234375,9.533930778503418,0.35153383016586304,12.191685676574707,29.055988311767578,0.5789974927902222,33.83574295043945
128_akizuki_ritsuko,100,2.6718828678131104,0.1512796878814697,15.568702697753906,13.93967056274414,0.5163933038711548,19.765369415283203,7.568612575531006,0.35365843772888184,12.128497123718262,18.060941696166992,0.5657152533531189,33.668479919433594,6.160717010498047,0.3078456521034241,11.60000228881836,19.555137634277344,0.5819146633148193,34.038230895996094,7.5300188064575195,0.35145360231399536,12.250306129455566,18.505233764648438,0.5772398710250854,33.90904998779297
1957_kisaragi_(kantai_collection),228,2.390443086624145,0.1253806352615356,14.477168083190918,9.739224433898926,0.4116453528404236,17.219396591186523,5.407297611236572,0.2615913152694702,10.328782081604004,11.626607894897461,0.4298962354660034,29.273744583129883,4.324112415313721,0.22183877229690552,9.74070930480957,12.506725311279297,0.445737361907959,29.835630416870117,5.438953399658203,0.26334667205810547,10.409810066223145,12.275862693786621,0.4412112832069397,29.570154190063477
1957_kisaragi_(kantai_collection),100,2.2918238639831543,0.1255478858947754,15.36156177520752,9.581903457641602,0.43339502811431885,17.872812271118164,4.837091445922852,0.2601032257080078,10.357804298400879,9.848612785339355,0.43451833724975586,29.509668350219727,3.8602964878082275,0.21740883588790894,9.656839370727539,10.189712524414062,0.438387393951416,29.61627769470215,4.830588340759277,0.2617706060409546,10.3712797164917,10.474754333496094,0.4451524615287781,29.65512466430664
1596_u-511_(kantai_collection),190,2.66186261177063,0.1467496752738952,12.43185806274414,9.05874252319336,0.4054930806159973,18.272924423217773,5.783660888671875,0.27949315309524536,10.770668983459473,12.328353881835938,0.4391034245491028,29.577648162841797,4.8603386878967285,0.24695444107055664,10.399654388427734,12.993062019348145,0.44918930530548096,29.870376586914062,5.996452331542969,0.2864971160888672,10.96679973602295,12.529683113098145,0.44232267141342163,29.543106079101562
1596_u-511_(kantai_collection),100,2.57112455368042,0.148640751838684,11.85858154296875,8.526618003845215,0.41493648290634155,18.666959762573242,5.08273458480835,0.2694171071052551,10.612780570983887,10.405033111572266,0.4358592629432678,29.54770851135254,4.50631856918335,0.2484067678451538,10.423255920410156,10.939340591430664,0.44583261013031006,29.8212890625,5.532769680023193,0.28585708141326904,11.018610954284668,11.147500038146973,0.4462474584579468,29.720378875732422
358_abe_nana,172,2.5525290966033936,0.1438395380973816,17.72220802307129,9.460668563842773,0.41924387216567993,16.240982055664062,6.4149169921875,0.31284892559051514,11.344538688659668,11.638089179992676,0.44649285078048706,29.994749069213867,5.612703800201416,0.2842363715171814,11.017706871032715,13.531231880187988,0.4784272313117981,31.055238723754883,6.506976127624512,0.31451308727264404,11.490433692932129,13.520042419433594,0.4771852493286133,30.894527435302734
358_abe_nana,100,2.443986654281616,0.1412050724029541,17.681034088134766,8.852856636047363,0.420002818107605,16.252887725830078,5.959457874298096,0.3135117292404175,11.356532096862793,10.001175880432129,0.4429420232772827,29.985889434814453,5.468805313110352,0.30083155632019043,11.35020637512207,11.915205955505371,0.4818081855773926,31.192411422729492,5.846245765686035,0.3165505528450012,11.578022003173828,12.162281036376953,0.4795277714729309,30.980676651000977
32_tsuruya,150,2.552463293075561,0.1417545676231384,16.612154006958008,9.967310905456543,0.42769432067871094,17.80257797241211,6.388321876525879,0.30435609817504883,11.232589721679688,10.748369216918945,0.4254359006881714,29.236454010009766,5.219834327697754,0.2633041739463806,10.557591438293457,10.931294441223145,0.4317195415496826,29.4084415435791,6.54532527923584,0.3078731894493103,11.288167953491211,11.262399673461914,0.43798261880874634,29.527387619018555
32_tsuruya,100,2.5426442623138428,0.1471756100654602,17.204837799072266,9.60972785949707,0.4325987696647644,17.968196868896484,5.9330925941467285,0.3034958839416504,11.234898567199707,10.048962593078613,0.4293598532676697,29.376789093017578,4.832710266113281,0.25976651906967163,10.494296073913574,9.538857460021973,0.4196103811264038,29.056236267089844,6.226951599121094,0.3133630156517029,11.44221305847168,10.875242233276367,0.45112013816833496,29.966411590576172
217_minase_iori,648,2.7233777046203613,0.1392469406127929,15.738764762878418,13.65078067779541,0.4503355622291565,17.906803131103516,8.69424057006836,0.3270936608314514,11.695418357849121,20.856792449951172,0.49257224798202515,31.39889907836914,6.780970096588135,0.2809205651283264,11.038735389709473,23.12089729309082,0.5119408369064331,32.02040481567383,9.176586151123047,0.3362085819244385,11.898512840270996,23.41923713684082,0.5131416320800781,31.883333206176758
217_minase_iori,100,2.5158753395080566,0.1418800950050354,15.64327335357666,10.301003456115723,0.43834638595581055,18.24559783935547,6.597346305847168,0.31997108459472656,11.633563041687012,13.603920936584473,0.48768478631973267,31.26540756225586,5.387933731079102,0.2778373956680298,10.976309776306152,15.20593547821045,0.5136743783950806,32.25230407714844,6.947411060333252,0.3343650698661804,11.881113052368164,15.717490196228027,0.5214340686798096,32.20969772338867
217_minase_iori,500,2.704974412918091,0.1395101547241211,15.88252067565918,13.22482967376709,0.44793665409088135,17.819595336914062,8.57121753692627,0.3289136290550232,11.732739448547363,20.313114166259766,0.49437159299850464,31.444181442260742,6.603723049163818,0.2801100015640259,11.013681411743164,22.35784339904785,0.5135183334350586,32.08731460571289,9.05691146850586,0.3364102244377136,11.906280517578125,22.45022201538086,0.5130950212478638,31.88890838623047
185_c.c.,503,2.797907590866089,0.1466438770294189,16.034194946289062,10.367226600646973,0.39886724948883057,16.89886474609375,7.403945446014404,0.30441439151763916,11.171024322509766,13.66996955871582,0.42192262411117554,29.07854461669922,6.239997863769531,0.2740377187728882,10.7850980758667,15.006210327148438,0.4392830729484558,29.65933609008789,7.7817792892456055,0.31331557035446167,11.364912986755371,15.057671546936035,0.43982642889022827,29.608055114746094
185_c.c.,100,2.4666571617126465,0.1385595798492431,16.318227767944336,8.651283264160156,0.409146785736084,17.433544158935547,6.273376941680908,0.3110891580581665,11.329030990600586,9.87728214263916,0.4209766983985901,29.1614933013916,5.342875957489014,0.2796671986579895,10.927484512329102,10.620831489562988,0.43438535928726196,29.631263732910156,6.125705718994141,0.3090971112251282,11.333124160766602,10.712121963500977,0.4380187392234802,29.65273094177246
185_c.c.,500,2.799558162689209,0.1467601656913757,16.054908752441406,10.312128067016602,0.39789122343063354,16.88001823425293,7.422860622406006,0.3048727512359619,11.179380416870117,13.613900184631348,0.4214387536048889,29.061798095703125,6.245540618896484,0.27431249618530273,10.790892601013184,14.959760665893555,0.4388424754142761,29.650304794311523,7.780088901519775,0.3133964538574219,11.365551948547363,14.963434219360352,0.4387378692626953,29.570932388305664
1061_taneshima_popura,139,2.444053173065185,0.1332976818084716,16.690608978271484,10.198638916015625,0.430880069732666,18.69914436340332,5.398930549621582,0.27481329441070557,10.725278854370117,10.444462776184082,0.41713130474090576,28.71576690673828,4.5867815017700195,0.24158340692520142,10.209236145019531,12.087291717529297,0.4451553225517273,29.576791763305664,5.4393534660339355,0.2752864956855774,10.758325576782227,11.579509735107422,0.4402092695236206,29.23693084716797
1061_taneshima_popura,100,2.4418933391571045,0.1376522779464721,16.816082000732422,9.076866149902344,0.41629695892333984,18.3770809173584,5.207673072814941,0.2758389115333557,10.771632194519043,9.746064186096191,0.42242884635925293,28.989730834960938,4.379683971405029,0.24059903621673584,10.205742835998535,11.1522798538208,0.4455360770225525,29.660255432128906,5.188267707824707,0.27609455585479736,10.768977165222168,10.12437629699707,0.4270067811012268,28.80474281311035
226_kyonko,167,2.642544984817505,0.1447253227233886,15.741899490356444,10.390724182128906,0.44245249032974243,18.65060806274414,6.9487433433532715,0.32264721393585205,11.653797149658203,11.759077072143555,0.4373980164527893,29.51656150817871,5.876550197601318,0.2919471263885498,11.246665954589844,12.731743812561035,0.45399564504623413,30.02004623413086,7.197965621948242,0.3304293155670166,11.792966842651367,12.25667667388916,0.4465280771255493,29.643169403076172
226_kyonko,100,2.574345111846924,0.1461913585662841,15.922039985656738,8.74020767211914,0.4260864853858948,18.176593780517578,6.5075249671936035,0.32758021354675293,11.743367195129395,10.246332168579102,0.4341500997543335,29.474712371826172,5.354422569274902,0.28552860021591187,11.164857864379883,11.717789649963379,0.4649607539176941,30.46912384033203,6.349853992462158,0.3211793899536133,11.670055389404297,10.426488876342773,0.4345412254333496,29.3116512298584
983_arashio_(kantai_collection),156,2.3066887855529785,0.1214790940284729,13.875420570373535,9.474132537841797,0.42397111654281616,18.194337844848633,4.76813268661499,0.24607622623443604,10.13517951965332,11.293501853942871,0.43684136867523193,29.715356826782227,3.937335968017578,0.2107570767402649,9.590337753295898,12.043733596801758,0.4502336382865906,30.176740646362305,4.723967552185059,0.2449479103088379,10.136225700378418,11.75113296508789,0.44533592462539673,29.88167953491211
983_arashio_(kantai_collection),100,2.261413097381592,0.1220945715904235,13.947999000549316,8.524530410766602,0.41937726736068726,18.0445556640625,4.565169811248779,0.24623090028762817,10.129912376403809,10.067440032958984,0.4324799180030823,29.603212356567383,3.7133471965789795,0.2109507918357849,9.605551719665527,11.481492042541504,0.4664763808250427,30.81178855895996,4.483004093170166,0.24806243181228638,10.222143173217773,10.662395477294922,0.4497430920600891,30.078718185424805
487_kaenbyou_rin,1000,3.183327436447144,0.1649803519248962,17.966047286987305,13.23528003692627,0.44240254163742065,17.788402557373047,6.951704502105713,0.28387653827667236,10.746709823608398,17.52906608581543,0.4477918744087219,29.582212448120117,6.227705478668213,0.26437699794769287,10.539106369018555,20.589460372924805,0.47580450773239136,30.47440528869629,7.0040364265441895,0.28470176458358765,10.818744659423828,19.363712310791016,0.46562016010284424,30.04148292541504
487_kaenbyou_rin,100,2.8504750728607178,0.1627421975135803,17.033296585083008,10.57036304473877,0.46520179510116577,18.33722686767578,5.726441860198975,0.28983086347579956,10.88882064819336,11.73093318939209,0.4589284062385559,30.05891227722168,4.629441261291504,0.24616289138793945,10.225138664245605,12.671269416809082,0.4711894392967224,30.457420349121094,5.185208320617676,0.2691301703453064,10.564623832702637,11.37834644317627,0.4466068148612976,29.6004638671875
