Folder,FD (convnextv2-l-resize),FD (dinov2-l-fb-resize),FD (clip-L-14-resize)
ddim-exp-1034-sd15-nt-lr5e-6-a-000030,229.05322902279647,1112.4281499287272,208.5616496467578
ddim-exp-1031-sd15-nt-b,229.05322902279647,1112.428153064434,208.56165318796923
ddim-exp-1031-sd15-nt-c-000030,229.05322902279647,1112.428153064434,208.5616571360308
ddim-exp-1034-sd15-nt-lr5e-6-b-000010,229.05322902279647,1112.4281499287272,208.5616530831804
ddim-exp-1034-sd15-nt-lr5e-6-c-000030,229.05322902279647,1112.4281499287272,208.56164948149217
ddim-exp-1032-sd15-nt-full-a-000010,229.05322902279647,1112.428153064434,208.5616501873443
ddim-exp-1035-sd15-nt-lr5e-7-b-000010,229.05322902279647,1112.428152868404,208.56165342381297
ddim-v1-5-pruned-emaonly,229.05322902279647,1112.428152868404,208.5616533204401
ddim-exp-1033-sd15-nt-attnonly-b-000030,229.05322902279647,1112.4281521449625,208.56165338054967
ddim-exp-1035-sd15-nt-lr5e-7-a,229.05322902279647,1112.428152868404,208.56165352700225
ddim-exp-1035-sd15-nt-lr5e-7-c-000010,229.05322902279647,1112.428152868404,208.561656481827
ddim-exp-1034-sd15-nt-lr5e-6-b-000030,229.05322902279647,1112.4281499287272,208.5616533267564
ddim-exp-1031-sd15-nt-b-000010,229.05322902279647,1112.428153064434,208.56164888921404
ddim-exp-1032-sd15-nt-full-c-000010,229.05322902279647,1112.4281521449625,208.56164976530408
ddim-exp-1031-sd15-nt-c,229.05322902279647,1112.428153064434,208.56165286454365
ddim-exp-1033-sd15-nt-attnonly-b,229.05322902279647,1112.4281521449625,208.56165295263423
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-a,123.2549368345451,512.1494283771162,129.99607669291527
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-a,82.18329290126508,349.27349928485773,95.88127689742134
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-b-000030,84.21217223434314,334.31400323674734,94.8463314321018
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-a,85.42600365759085,379.07441493742726,100.11688828194553
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-b-000030,92.46090108949204,360.8834800658383,100.56778645469194
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-b-000010,101.68700524181213,413.32589429793643,105.13532197271388
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000030,103.11579316854068,435.4846785300697,114.53653779257172
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-b-000010,86.76266644260772,350.67789902196546,97.24459194374788
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-c-000030,107.63723577832616,449.7856270512252,114.93827370868684
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-b-000030,98.65432813337043,418.3097787774768,111.68270840680441
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-b,93.26930980037127,399.503207797336,106.55514754900605
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-c-000030,83.6459365118219,341.90415100573864,95.6939110854521
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-b-000010,115.18447470986655,574.6053890778812,122.5330449007576
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-a-000030,88.06840207743517,374.9665547292552,99.60938338097753
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-c-000010,107.51629099572642,488.0177426297264,109.55824664978985
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-b-000030,83.71330512870009,340.04422753853123,95.53839836056284
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c,90.54630781993797,373.89962284686544,99.6837884341561
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a,125.52984461842289,524.7701388087244,133.58798100549166
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-b-000030,105.69221306598479,455.6864569431027,116.18347623772206
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-c,86.17593639535949,341.77280118890076,95.32469737747999
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-a-000010,102.39440596351301,418.9049122342917,104.93884970138674
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-b,118.47021850602027,488.4760202681464,125.44622454810985
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-a-000030,102.71498901331006,413.3081545820878,111.58642584834308
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-c,125.6550516372082,520.9652790697273,132.5718238193092
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-c,126.09773949246164,528.4415700543127,133.47805622850268
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-c-000010,97.56533158297066,398.5230028464116,101.88079029591086
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-b-000010,107.36349605146643,493.09666125037575,110.50505964774561
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-a-000030,90.17998225996166,362.3902465058991,99.22676438105088
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-a,96.96886682034688,403.9074212829905,105.28410903426561
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-a-000030,82.67550537644547,343.53180782135496,95.61861546233422
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-c-000030,100.83046332469098,420.4596127040604,111.70498558982814
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-a,91.81064733550534,394.8979429837709,104.92552604447945
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-a,89.40296784455563,368.70527752094904,99.5465461222833
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-a-000010,116.0534822833813,557.8476842272389,120.205657918503
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-c-000010,99.64968044233535,419.33771046452057,105.69998420537638
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-c-000010,88.96945084115214,359.2421305332955,99.61914648901075
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-a-000010,88.44993585783197,354.0471622579639,99.1307507759708
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-b-000010,91.53885557090814,355.3736192518036,99.09325570744329
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-b-000030,94.97085522524003,414.3615379954772,103.3564627862753
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000010,87.8757737480679,346.2895812602892,97.38399272148013
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010,113.90668289089137,549.6992824623908,118.42285490374411
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030,83.83248044009088,347.72656948818485,96.93333485196274
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-a-000010,105.17541217383439,496.45112035222746,109.81042304005325
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-c-000010,98.03376682710052,418.1198476444465,105.72230712384498
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-a-000030,94.62699421846514,407.9031183136103,104.0191062272462
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-b,105.34078390013144,444.70576967670195,118.11089140117639
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-c,104.93735322524867,425.9151909082557,118.55058551055504
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000010,98.47089554795957,421.60221221844586,103.89941292981723
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-a-000010,101.89666231220394,412.0812861256368,104.27011063636053
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-c-000010,81.43932001595135,334.5515305088925,95.38088062821919
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-c-000030,93.79180839552942,396.9687764890564,107.87063049977655
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-a,109.09754558411942,443.73171638119766,119.77066624385668
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-b,92.44969207862937,397.8422156624024,101.90395932447814
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-b,93.81438735484971,406.13752777424634,106.64551834354796
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-a-000030,83.32345859810812,338.40017560482465,96.14962033172924
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c,87.02570365526731,379.33096859137777,103.41309077448096
ddim-v1-5-pruned-emaonly-exp-1028-sd15-lokrf8-lr1e-4-a-000030,97.17707773289771,419.4507110054269,111.42763495149705
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-b-000010,95.59697675327857,398.5336423221793,104.5419558469194
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-a-000010,96.98272718284727,411.74738993652227,103.72596495746188
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-b,83.92782557264263,342.5683523207085,95.95218736569905
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-b-000010,97.32845173282476,419.6995489890892,103.13600179454113
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000030,92.37552868114199,407.46357399961335,103.06186147790368
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-c,92.51734120536457,400.31809098409167,104.82031742148331
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-b-000030,87.9438961393887,360.9658751783868,98.23410088864352
ddim-v1-5-pruned-emaonly-exp-1032-sd15-nt-full-c,92.70874132289373,392.1355456869928,106.342613592455
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-b,84.91777760643186,373.0499094798374,101.46485258309292
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-b-000010,98.14465020853504,418.2040206293741,103.20169057673672
ddim-v1-5-pruned-emaonly-exp-1035-sd15-nt-lr5e-7-c-000030,93.39351323913286,370.97179902235575,99.37772877649115
ddim-v1-5-pruned-emaonly-exp-1018-sd15-loha4a2-lr1e-4-c-000030,88.36812859750853,366.5087028918538,99.66287274040872
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-b,127.76185426519896,543.1696178248744,135.00665244002892
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-b-000030,92.36699401489022,383.604520145685,106.76895310309726
ddim-v1-5-pruned-emaonly-exp-1008-sd15-lora8a4-lr1e-3-a-000010,97.21892504078755,408.0202785355523,107.31109908869848
