Folder,Image Similarity (convnextv2-l-resize) (in),Squared Centroid Distance (convnextv2-l-resize) (in),Image Similarity (convnextv2-l-resize) (out),Squared Centroid Distance (convnextv2-l-resize) (out),Image Similarity (convnextv2-l-resize) (trigger),Squared Centroid Distance (convnextv2-l-resize) (trigger),Image Similarity (convnextv2-l-crop) (in),Squared Centroid Distance (convnextv2-l-crop) (in),Image Similarity (convnextv2-l-crop) (out),Squared Centroid Distance (convnextv2-l-crop) (out),Image Similarity (convnextv2-l-crop) (trigger),Squared Centroid Distance (convnextv2-l-crop) (trigger),Image Similarity (convnextv2-l-padding) (in),Squared Centroid Distance (convnextv2-l-padding) (in),Image Similarity (convnextv2-l-padding) (out),Squared Centroid Distance (convnextv2-l-padding) (out),Image Similarity (convnextv2-l-padding) (trigger),Squared Centroid Distance (convnextv2-l-padding) (trigger),Image Similarity (dinov2-l-fb-resize) (in),Squared Centroid Distance (dinov2-l-fb-resize) (in),Image Similarity (dinov2-l-fb-resize) (out),Squared Centroid Distance (dinov2-l-fb-resize) (out),Image Similarity (dinov2-l-fb-resize) (trigger),Squared Centroid Distance (dinov2-l-fb-resize) (trigger),Image Similarity (dinov2-l-fb-crop) (in),Squared Centroid Distance (dinov2-l-fb-crop) (in),Image Similarity (dinov2-l-fb-crop) (out),Squared Centroid Distance (dinov2-l-fb-crop) (out),Image Similarity (dinov2-l-fb-crop) (trigger),Squared Centroid Distance (dinov2-l-fb-crop) (trigger),Image Similarity (dinov2-l-fb-padding) (in),Squared Centroid Distance (dinov2-l-fb-padding) (in),Image Similarity (dinov2-l-fb-padding) (out),Squared Centroid Distance (dinov2-l-fb-padding) (out),Image Similarity (dinov2-l-fb-padding) (trigger),Squared Centroid Distance (dinov2-l-fb-padding) (trigger),Image Similarity (clip-L-14-resize) (in),Squared Centroid Distance (clip-L-14-resize) (in),Image Similarity (clip-L-14-resize) (out),Squared Centroid Distance (clip-L-14-resize) (out),Image Similarity (clip-L-14-resize) (trigger),Squared Centroid Distance (clip-L-14-resize) (trigger),Image Similarity (clip-L-14-crop) (in),Squared Centroid Distance (clip-L-14-crop) (in),Image Similarity (clip-L-14-crop) (out),Squared Centroid Distance (clip-L-14-crop) (out),Image Similarity (clip-L-14-crop) (trigger),Squared Centroid Distance (clip-L-14-crop) (trigger),Image Similarity (clip-L-14-padding) (in),Squared Centroid Distance (clip-L-14-padding) (in),Image Similarity (clip-L-14-padding) (out),Squared Centroid Distance (clip-L-14-padding) (out),Image Similarity (clip-L-14-padding) (trigger),Squared Centroid Distance (clip-L-14-padding) (trigger),Text Similarity (in),Text Similarity (out),Text Similarity (trigger),Vendi (clip-L-14) (in),Vendi (clip-L-14) (out),Vendi (convnextv2-l) (in),Vendi (convnextv2-l) (out),Vendi (dinov2-l-fb) (in),Vendi (dinov2-l-fb) (out)
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-b/stuffed_toy,0.6269932433333333,0.17018801416666665,0.6583532833333333,0.240560221,0.6770000216666666,0.26167374666666665,0.6336078833333333,0.179939675,0.6676160916666666,0.2450151833333333,0.6865918283333334,0.26547287166666667,0.6271664166666667,0.1681383266666667,0.6588565516666667,0.23784998833333335,0.67765905,0.25865417733333335,0.5477051089207331,0.16773881763219833,0.5512398481369019,0.2876843214035034,0.5604149848222733,0.3466959297657013,0.5477709422508875,0.17032587652405104,0.5512590358654658,0.2903646354873975,0.560540055235227,0.34916448841492337,0.547112246354421,0.17079747095704076,0.5505746354659399,0.29088768611351645,0.5601286590099335,0.34914154807726544,0.6985071102778116,0.2586706454555194,0.685606966416041,0.3277910053730011,0.6902229984601339,0.36477062602837873,0.6988031069437662,0.2582375208536784,0.685903916756312,0.3273548459013303,0.6905577431122462,0.3642592678467433,0.6987063586711884,0.2558111175894737,0.6853482375542322,0.325846292078495,0.6899822602669398,0.36279030640919996,0.2851628015438715,0.22405218581358588,0.2495957687497139,2.9138890504837036,1.6549632946650188,3.9358157912890115,1.697567641735077,6.348204771677653,2.327890773614247
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-b/style,0.34600879999999995,0.10507288728571429,0.27211128,0.22345087714285713,0.3521854742857143,0.18234498285714287,0.33815010285714286,0.10878254142857142,0.26043115428571423,0.23480630714285716,0.34133359428571425,0.1920457642857143,0.35045842857142856,0.11099919428571427,0.28613010285714285,0.21024170571428574,0.36033671285714286,0.1808727814285714,0.31848723760672976,0.09798874706029889,0.22044816187449864,0.23145867884159088,0.31343500529016766,0.2096504420042038,0.3147853208439691,0.09911070710846351,0.2142902782985142,0.2374925570828574,0.3088908110346113,0.21245695650577545,0.3163570463657379,0.10585716260331014,0.21923337025301795,0.23749624405588424,0.31252908068043844,0.2150703136410032,0.42680246915136066,0.22522352422986708,0.37022181493895395,0.3263791629246303,0.437518766948155,0.2940340893609183,0.44730069807597567,0.18647425089563638,0.39152969632829937,0.28601138506616863,0.4585220686026982,0.2542723821742194,0.4454454949923924,0.19912566670349666,0.3902888000011444,0.29743413414273945,0.45730511631284443,0.26564721550260273,0.15526222756930758,0.11923437352691377,0.11311612278223031,7.025869846343994,2.4633967535836354,12.973104476928711,3.5816802978515625,18.183835574558803,4.361565998622349
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c,0.587560546579365,0.12983839371015873,0.5154944593031747,0.1884461870980952,0.6045608777873017,0.20056360412634922,0.5826859109539682,0.13626150384365082,0.5115642330809524,0.19298354178412694,0.6005941778396825,0.20517120271809525,0.5845578751238096,0.1342423662888889,0.5145270725396826,0.18878263859650796,0.5994505199650794,0.20918330637079366,0.5493067612439867,0.11920511895228944,0.45776316324869787,0.1933276358849945,0.5661274673068334,0.205276968959305,0.5462768964161948,0.1219708124418107,0.45388783654050224,0.197784258064533,0.5631932751290382,0.2078513171642072,0.5465225488893569,0.12484504638919752,0.4549359343401969,0.19905358440819232,0.5625489049676864,0.21250557793274757,0.6361554190658386,0.23159734529871787,0.5857467377091211,0.2751813771492905,0.6462938487056701,0.27612325254650344,0.6483149856328966,0.2097776483921777,0.5972919143760014,0.2545910643041134,0.6589205064849247,0.25336947337265997,0.6464469696131964,0.21576942333862892,0.5958966920773189,0.25963725131892024,0.656637544461659,0.2601911488388266,0.22346375368180732,0.19872553668324905,0.19171647119616705,3.890597166106815,2.13524017860019,6.082376645292554,2.646588365426139,8.132760392522053,3.237567665614779
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010,0.6049733114571428,0.10450674539190477,0.524602030757143,0.16160129173714285,0.6219080467714285,0.16727570737619052,0.6012870380190476,0.1085519634257143,0.5227089279761905,0.16206324240476191,0.6200605743428571,0.16764371360571428,0.5992080001952381,0.11443481011238095,0.5218402107333333,0.16552544631428573,0.6137674222619047,0.18195481615047618,0.5680772633495785,0.09884880214574787,0.4679572245052882,0.1638168999907516,0.5889912659213656,0.17408242410137537,0.5669314671130408,0.09784636641542113,0.46594523096368423,0.16454684619747456,0.5881699343238558,0.17243104741686863,0.5651241341942833,0.10482657430427408,0.46529760457220537,0.16920762709208897,0.5850197742666517,0.1820968983074029,0.6533849675314766,0.19938880274693171,0.5949425672917139,0.2460293337631793,0.6644665026380902,0.23995432000075065,0.6660984272332419,0.1764611075250875,0.6072314442339397,0.2239519265294075,0.6777603044964018,0.21586604777546153,0.6616609758990152,0.1875917642811934,0.6035909527256376,0.2334886474055903,0.672228503425916,0.22918542070757772,0.21676418687616072,0.21081913229965027,0.18823537651981623,3.82707726535343,2.19407888622511,5.828915186268942,2.7031366741089595,7.48468687136968,3.2528989735103786
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/anime,0.5728555026666666,0.08620272726666667,0.5323461,0.10077188973333333,0.599558672,0.132622036,0.56995262,0.09001038906666667,0.5309750366666667,0.101515098,0.5976725880000001,0.134392831,0.5601780453333334,0.10058700179999999,0.5189316166666667,0.11662940666666666,0.5851122946666667,0.15054099599999998,0.5487473865350088,0.08027159174283341,0.4808256983757019,0.10361053397258117,0.5911024808883667,0.12806930492321644,0.5509638706843059,0.0710568604369958,0.48220384915669756,0.09607252379258469,0.5933272957801818,0.11883793125549949,0.5438869814078013,0.08931018362442647,0.47392856876055395,0.11672254453102744,0.5847480893135071,0.14009582002957657,0.6854136188824971,0.19016161660353342,0.6656113704045614,0.21053428451220188,0.6982720653216044,0.22257150212923685,0.7082131187121073,0.15009838143984472,0.688271164894104,0.17075024545192713,0.7229981660842896,0.1786556164423624,0.6968074480692545,0.17611058851083117,0.6768803834915161,0.19673265218734737,0.7109482924143473,0.205956236521403,0.2613679120937983,0.250559502840042,0.22654246191183725,3.4841592788696287,1.9302973111470538,7.002785078684488,2.8676784833272295,8.763824113210042,3.382552433013916
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/anime/abukuma,0.6002544666666667,0.101080568,0.5332085799999999,0.13644340666666666,0.6140392366666667,0.18923184333333332,0.5992825266666667,0.09857546366666665,0.53537888,0.12765378,0.6188276666666667,0.1752056,0.5858835,0.125044012,0.51785981,0.16236241333333332,0.5936513333333333,0.22522879666666665,0.601873904466629,0.08404672394196187,0.49581644932429,0.12908457219600677,0.634347677230835,0.1586648399631182,0.606269915898641,0.07064359635114663,0.49984156092007953,0.1164233361681302,0.6406127611796061,0.1415236045916875,0.5968344708283743,0.09196690469980236,0.4869828224182129,0.14459320902824394,0.6252921422322592,0.17461726814508435,0.7187394499778748,0.18985191484292344,0.6886528929074606,0.20544293522834775,0.7309167186419169,0.22395449380079901,0.7476109464963278,0.141843299070994,0.717364509900411,0.15775470932324723,0.7617448369661967,0.17203396558761594,0.7309852043787638,0.170853982369105,0.7000821431477865,0.18807853261629737,0.7426806886990865,0.20592148602008817,0.2609954873720805,0.26362969477971393,0.23741129040718076,2.904601732889811,1.7916427453358967,5.818731784820557,2.5180665651957193,6.47555669148763,2.9149343172709146
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/anime/ikamusume,0.6145123666666666,0.08924823833333334,0.57379882,0.09441309199999999,0.6205585633333334,0.12009891166666668,0.6140456433333333,0.09777612166666667,0.5738324333333333,0.10194081,0.6192195733333333,0.13036881,0.6058742866666668,0.108195002,0.5619537533333333,0.1197744,0.61112321,0.14063783333333332,0.5665305058161417,0.10604473948478697,0.5292374690373739,0.1162468592325846,0.5987825989723206,0.1315742383400599,0.5726560950279236,0.09571243325869237,0.533907433350881,0.10882588972647979,0.604355533917745,0.12234733253717421,0.5635659694671631,0.1278506716092427,0.5235625704129537,0.1434735109408696,0.5951275626818339,0.15476119021574655,0.7144248286883036,0.20482933521270752,0.7031625111897787,0.21774575610955552,0.7256879607836405,0.23440767327944437,0.7377902269363403,0.15347502628962195,0.7260091106096903,0.16743079821268714,0.7504554589589437,0.18024732669194535,0.7242351571718851,0.19592453539371482,0.71207062403361,0.210647036631902,0.7369102239608765,0.22267713149388627,0.23686384658018741,0.21431351701418552,0.21249172588189444,2.973621686299642,1.8264818986256917,6.037383397420247,2.9418132305145264,7.877675851186116,3.235227187474569
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/people,0.5870862486666667,0.13924814008333333,0.4933032785,0.15312694033333335,0.5822223673333333,0.18155905033333336,0.5864770493333333,0.13469129146666667,0.4901440111666666,0.15367468916666666,0.5835607263333333,0.17310738993333333,0.5724851935,0.15662419333333336,0.4831386683333333,0.16163455066666668,0.5644149361666667,0.20534814333333334,0.5612659315268199,0.1343669436872005,0.4457910140355429,0.15876746177673337,0.5566828131675721,0.18379328971107797,0.5589977413415909,0.1353146101037661,0.440729341407617,0.16530205942690374,0.55669174293677,0.18018665363391237,0.5543102532625198,0.14387064327796295,0.4411400268475214,0.16366175512472783,0.5483757257461548,0.19599978278080615,0.6204194843769073,0.19949192802111307,0.5617923080921173,0.2266231981416543,0.6271343857049942,0.23505366817116738,0.635231293241183,0.17890443180998164,0.5760087708632151,0.2072297876079877,0.6437189261118571,0.21091965511441227,0.6255494912465414,0.19707961206634836,0.5666523357232411,0.2247541986405849,0.6315580278635025,0.23405306364099182,0.21802668571472164,0.2115045775969823,0.17249581764141717,4.237385662396749,2.565927956501643,5.212532460689545,3.128904950618744,6.410727091630301,3.5884262164433793
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/people/Admiral_Piett,0.5780472999999999,0.11445833,0.45704979,0.17465499499999998,0.58374905,0.13610266,0.5711321650000001,0.12224882000000001,0.44940708,0.18390514000000002,0.57602179,0.145519918,0.5577919,0.133664465,0.44121613,0.18502227,0.5579911,0.166316605,0.5710973888635635,0.1075149476528167,0.45326822996139526,0.1541067771613597,0.578192949295044,0.1364445090293884,0.5733734667301178,0.1133165396749973,0.45380914211273193,0.1633786633610725,0.5811880081892014,0.14080806821584696,0.561621680855751,0.12568696588277817,0.4447546899318695,0.17035445570945734,0.5668880045413971,0.15827503055334086,0.6286176443099976,0.16921219974756235,0.5653798878192902,0.1985237449407577,0.6483284831047058,0.18088319897651667,0.6424902081489563,0.1451281756162643,0.576799064874649,0.17935355007648465,0.6627890467643738,0.15562053024768824,0.6367248296737671,0.15472564846277234,0.5723752975463867,0.18626771122217176,0.6571005284786224,0.16506434977054596,0.2145781517028808,0.165152758359909,0.1413937285542488,4.669729232788086,2.90134334564209,6.583252429962158,3.84640896320343,6.357663869857788,3.706979274749756
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/people/Bodhi_Rook,0.5115577633333334,0.14722222666666665,0.44870045000000003,0.16411747666666668,0.49284326666666667,0.21076056666666668,0.5256345166666666,0.13948889333333334,0.4635914333333333,0.15475647333333334,0.5126993666666667,0.19146906666666666,0.49928615000000004,0.15563575666666665,0.44135483666666664,0.16267970333333334,0.48096114333333334,0.21839557666666665,0.527514656384786,0.14891991019248954,0.4107183317343394,0.18010306358337402,0.49134889245033264,0.23206731180349985,0.525379478931427,0.14745171864827475,0.4094519118467967,0.17689740657806394,0.49133559068044025,0.22635538379351297,0.5201639831066132,0.1469097683827082,0.40666984518369037,0.17148854335149122,0.4860283434391022,0.22599688669045762,0.5686971545219421,0.221947451432546,0.5259276628494263,0.24771214524904883,0.5575827360153198,0.27245235443115234,0.5852563579877218,0.20656321446100867,0.5418022473653158,0.23370177547136942,0.5756334265073141,0.25408419966697693,0.5762464801470438,0.21550525228182474,0.531350294748942,0.2455278933048248,0.5629081726074219,0.2704569896062215,0.2028810232877731,0.18387142817179356,0.15303236742814377,5.317866961161296,2.8070081075032554,6.76796293258667,3.354544162750244,6.822449127833049,3.786458889643351
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/people/Rose_Tico,0.522782445,0.151876725,0.4391834,0.13641889000000001,0.5400851,0.168781645,0.522172155,0.133979975,0.43206425000000004,0.13154603,0.53847255,0.152893125,0.50343106,0.181313775,0.426749735,0.15202665999999998,0.5182154,0.203259105,0.39414940774440765,0.1505136117339134,0.3181350529193878,0.12144497781991956,0.40988120436668396,0.1847622692584991,0.39459046721458435,0.1446093618869781,0.31515996158123016,0.1223730072379112,0.41152359545230865,0.17645531147718424,0.38317081332206726,0.1713862791657447,0.3111255466938019,0.1343794241547584,0.3977731764316559,0.20789375901222223,0.6030094623565674,0.21665909886360163,0.5621328949928284,0.2227541953325271,0.6188531219959259,0.23950181901454926,0.6193941831588745,0.18718659877777094,0.5776563882827759,0.1950047984719276,0.6363112926483154,0.20788154006004328,0.6081122159957886,0.2158236354589462,0.5674348473548889,0.22152102738618845,0.6234079897403717,0.23976130783557886,0.21184677630662913,0.19870102405548096,0.15575364232063288,4.062248468399048,2.4363467693328857,5.84709906578064,3.2289825677871704,10.97384262084961,4.512005805969238
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/people/Saw_Gerrera,0.6532868350000001,0.19552706375,0.6021568525,0.182467775,0.62166872,0.26884414,0.64485497,0.19217158499999998,0.5913930924999999,0.18377824250000002,0.6171507249999999,0.2576613,0.6382280575,0.21377027,0.58855184,0.19780552,0.6032436375000001,0.29382026,0.6313798725605011,0.18627092614769933,0.5562397539615631,0.17982752248644826,0.6054061055183411,0.25445302948355675,0.6207796484231949,0.18694849684834475,0.5437343940138817,0.18431543000042433,0.5996441096067429,0.2454541698098182,0.621113657951355,0.19814514368772504,0.5469018667936325,0.18984510749578473,0.5898363292217255,0.2769344002008438,0.6418915092945099,0.25008630007505417,0.5969088077545166,0.2651541121304035,0.6402547806501389,0.29273301735520363,0.648845836520195,0.24010728672146797,0.60452800989151,0.25384554266929626,0.6483717560768127,0.28042735531926155,0.6444157958030701,0.2591928876936435,0.6011445224285126,0.27083801850676537,0.6422749906778336,0.30284641310572624,0.23435548692941663,0.22232143580913544,0.178149402141571,3.3063384294509888,2.159681111574173,3.282258689403534,2.329343259334564,4.127870976924896,2.6882389783859253
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/scene,0.82363429,0.0862430948,0.621005556,0.207983286,0.8285521499999999,0.13669508400000002,0.8055940959999999,0.102491054,0.6099858579999999,0.210201502,0.81155777,0.15085083900000001,0.8153606400000001,0.104456091,0.616723192,0.218225004,0.81499112,0.1654823668,0.7398801445960999,0.11990169435739513,0.5303386569023132,0.2596923172473907,0.7479490160942077,0.19501119554042814,0.7342612862586975,0.1266029357910156,0.5256558060646057,0.26452151536941526,0.7408538341522217,0.2046651005744934,0.735798978805542,0.1280304834246635,0.5282983958721161,0.2637392818927765,0.7422132372856141,0.20644917935132975,0.758858060836792,0.2276911735534668,0.6098959982395172,0.32937408089637754,0.7618961334228516,0.26616759896278375,0.7632475376129151,0.2144328117370605,0.614461350440979,0.31576629877090456,0.7662834167480469,0.2529163390398025,0.7663753151893615,0.21112257838249202,0.619342964887619,0.3089483767747879,0.7673372030258179,0.2537540733814239,0.17927789241075512,0.1955231428146362,0.1710078477859497,2.5544464349746705,2.2766727209091187,2.3854262828826904,2.3798083066940308,3.7500707149505614,3.1795130252838133
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/stuffed_toy,0.6820586516666666,0.07704043566666667,0.684037785,0.14050863833333335,0.7194634416666666,0.17805580083333336,0.6916998133333333,0.08073529116666667,0.6986550183333334,0.13424976000000002,0.7339790816666666,0.17200228666666664,0.6811297949999999,0.07719107800000001,0.6829997566666667,0.14087599166666667,0.7186233633333333,0.17802944033333334,0.6353423992792765,0.06536520210405188,0.6199759940306345,0.1371813006699085,0.6645893851915995,0.20141182964046792,0.6368146787087122,0.06513932098944976,0.6216903030872345,0.13647133111953733,0.6664314170678457,0.20044642935196555,0.6361076533794403,0.06570762768387789,0.6211341669162115,0.13673787067333854,0.6659370958805084,0.20058932776252425,0.7613393465677897,0.15649553388357157,0.7420638104279836,0.19927789767583207,0.775576780239741,0.21549018224080405,0.7620883584022522,0.155154841641585,0.7428765892982483,0.19780896107355753,0.7763651907444,0.2140683631102244,0.7608414590358734,0.15502870331207907,0.741362601518631,0.19821701198816297,0.7747442424297333,0.2146903251608213,0.28777436663707096,0.28205452114343643,0.26705379287401837,2.8584566712379456,1.6314777930577595,4.394434531529744,1.7721039255460103,6.114738702774048,2.1761303742726645
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000010/style,0.3592318642857143,0.13379932914285714,0.29231743428571433,0.2056157042857143,0.37974360285714287,0.20744656571428574,0.35271161142857144,0.13483179142857143,0.2837847157142857,0.21067516285714286,0.3735327057142857,0.20786522142857142,0.3668863271428571,0.13331568642857142,0.30740781999999994,0.1902622785714286,0.3856953971428571,0.2103731342857143,0.35515045481068747,0.09433857883725845,0.26285475918224877,0.15983288628714418,0.3846326342650822,0.16212650069168633,0.35361975857189726,0.09111810475587842,0.25944685510226656,0.16036680127893174,0.3835453816822597,0.1580191222684724,0.35551680411611286,0.0972139335104397,0.2619868644646236,0.16517668323857443,0.3838247231074742,0.16735038161277768,0.4408943269933973,0.22310376167297363,0.39534934929439,0.26433720758983065,0.45945314850125996,0.2604886484997613,0.46171182819775175,0.18371507099696568,0.41453934567315237,0.22820433974266052,0.4794358227934156,0.22277026517050605,0.4587311659540449,0.19861733913421628,0.41371647800718037,0.2387909974370684,0.4765547513961792,0.2374734048332487,0.1373740775244576,0.11445391710315429,0.10407696238585877,6.000938279288156,2.566018649509975,10.149397577558245,3.367187704358782,12.384073734283447,3.937872818538121
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030,0.581225252647619,0.1332003142352381,0.5193346224238095,0.1840521717761905,0.5998752664285714,0.207686633012381,0.5753363886761904,0.1416516485695238,0.5141190732142857,0.19115937675333336,0.5950896212238095,0.21393184532,0.5803143855619047,0.1334204450457143,0.5196819213571429,0.18175846518952382,0.5971153155,0.21160524236666664,0.5439649093434924,0.12011749558150764,0.4654670621809506,0.18720243596250102,0.5677114825021653,0.1996025202955518,0.5399888255198796,0.12477563918346446,0.4609539163396472,0.19293470963126133,0.5641647041127795,0.2034020517092375,0.5417677270230793,0.12458335842405041,0.4630943305861382,0.19201939045673322,0.5649028619981948,0.20529125442817095,0.6310214244184039,0.23432134042183553,0.5864630362817219,0.2761388744910558,0.6409874954961594,0.28374875142460776,0.6429129619825454,0.21303788764136175,0.5978787035601479,0.2558077345788478,0.6534651890255156,0.26129345291427203,0.6424328280914398,0.21625388851477984,0.5977092853614263,0.2584023215728147,0.652614014829908,0.2652515583946591,0.22674653769249006,0.19488979355210348,0.1945782677474476,4.061277427219209,2.1376433294160027,6.254477273623149,2.6769184974261693,8.56694708233788,3.248214907419114
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030/anime,0.5758975879999999,0.07424953873333333,0.5389371653333332,0.093181068,0.601159918,0.13823085813333336,0.570057054,0.08393082746666666,0.5350478693333334,0.0989613564,0.5953936793333334,0.14776258826666666,0.5648176686666666,0.08543709733333334,0.5256846426666666,0.10871530773333334,0.5902770133333333,0.14902346,0.5611790398756663,0.05847029834985731,0.505666987101237,0.08670062224070227,0.6070468584696452,0.11533684184153874,0.5619951943556468,0.05205624575416244,0.5060324331124624,0.08118799428145086,0.6065248489379883,0.1115991319219271,0.5558528542518616,0.06844043855865792,0.4982441405455272,0.10086406270662943,0.6004973729451497,0.1277535984913508,0.6879542867342632,0.18812432885169977,0.6730979243914287,0.20792525013287855,0.705483881632487,0.21979229648907977,0.7077639857927959,0.15404234826564783,0.692723548412323,0.17421056926250458,0.7265460014343261,0.1832057307163874,0.6982321699460348,0.17630685667196908,0.6826707005500794,0.19751714865366615,0.7169846256573995,0.20552935302257533,0.26478630900382993,0.24584830105304714,0.22777306139469147,3.3933439890543626,1.8731642007827758,7.0692017555236815,2.8755911668141683,8.400769567489624,3.2296306610107424
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030/anime/abukuma,0.59975424,0.07160974933333332,0.5631606833333334,0.12124459,0.6204279466666667,0.15120275533333336,0.5936622333333333,0.07935010333333334,0.5603404733333334,0.12244136,0.6169356766666667,0.153747338,0.5870996333333333,0.09214574666666668,0.5458572433333333,0.15107832833333334,0.6024018866666666,0.18248539666666666,0.6096501251061758,0.0534198867777983,0.5493591626485189,0.1087984095017115,0.6455109318097433,0.1420270577073097,0.6107629438241323,0.046583178142706495,0.5516337255636851,0.09963821371396377,0.6464170614878336,0.1356037358442942,0.6033802429835001,0.06380097195506089,0.5394745469093323,0.12640893707672748,0.6384383837381998,0.15401348719994223,0.7180770039558411,0.18652607003847757,0.7073012789090475,0.20212854444980613,0.7356523474057516,0.2198122441768646,0.7410840392112732,0.15025006234645835,0.7301672101020813,0.1661348591248194,0.7595072189966837,0.1818407426277796,0.7275437712669373,0.17308975756168363,0.7158650954564413,0.19049823284149167,0.7449531555175781,0.20670803884665165,0.2611768990755081,0.24937310814857475,0.2392472277084986,2.9829631646474204,1.6983155806859334,6.720157146453857,2.490605036417643,6.952250401178996,2.599149306615194
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030/anime/ikamusume,0.6127267999999999,0.06918685833333334,0.5779019833333333,0.07789763,0.6317366433333333,0.09052194533333334,0.6105161366666666,0.08120061999999999,0.5776082333333333,0.08607929800000001,0.6312055200000001,0.09917589333333332,0.60427329,0.08776246,0.56453905,0.10629392533333333,0.6253892099999999,0.10488473333333333,0.5680544376373291,0.07492396732171376,0.5381491184234619,0.09332219759623207,0.601780116558075,0.10101240376631417,0.5708743929862976,0.07120301822821293,0.541800856590271,0.08793773502111434,0.6051855285962423,0.0961205239097277,0.5664906104405721,0.09392854819695151,0.5349604686101278,0.11557639638582863,0.602124035358429,0.11620138833920157,0.7204290231068929,0.18711470564206434,0.71136873960495,0.20606183509031925,0.7343615889549255,0.20908709863821662,0.7392508586247762,0.1448512226343155,0.7310292720794678,0.16212158401807147,0.7543044288953146,0.16457952062288916,0.7276821533838908,0.18332796295483902,0.7179397145907084,0.2036401232083638,0.7436770598093668,0.20117365320523575,0.23403094708919525,0.204897865653038,0.2137403686841329,3.0585877895355225,1.8241690794626872,6.571653842926025,3.0322868824005127,8.817293961842855,3.3271445433298745
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030/people,0.5768359546666666,0.12058739913333331,0.5041066008333333,0.12936660483333334,0.5883123640000001,0.19293924950000002,0.5756631303333333,0.11715954066666667,0.5001712948333333,0.1314670127,0.5887017308333332,0.18638609299999997,0.5641753713333333,0.13408427963333333,0.49363022249999994,0.13849832983333335,0.5735138568333333,0.2107110465,0.5594785501559575,0.1023051270594199,0.4778468365470568,0.1332542507598797,0.5687018195788066,0.18257749130328493,0.5590958674748738,0.09948179374138509,0.47469072739283236,0.13597773735721902,0.5707574476798375,0.17487749569118022,0.5543685674667358,0.10811745474735893,0.473119946817557,0.13830034310619033,0.56190245449543,0.19176856353878968,0.6198204517364502,0.17265500277280801,0.5764356543620427,0.19473167856534318,0.6244501322507858,0.2281006470322609,0.6342458685239156,0.15284300744533535,0.590305467446645,0.17603228464722626,0.6406904935836792,0.20465849513808881,0.6240073690811794,0.17213156695167217,0.581410264968872,0.19263427034020422,0.6282930016517639,0.22826507538557053,0.22910707121094065,0.19472018977006272,0.1803059597810109,4.822481509049734,2.6207582990328473,5.8969011306762695,3.24446184237798,7.224237847328186,3.569939772288005
ddim-v1-5-pruned-emaonly-exp-1002-sd15-lora32a16-c-000030/people/Admiral_Piett,0.577837665,0.11062138499999999,0.51565525,0.140661925,0.5804024,0.17095231,0.56887375,0.12251306000000001,0.503003585,0.1599359975,0.566967785,0.19179134,0.56579845,0.1133988675,0.501424325,0.14782969,0.56632292,0.17781628,0.578470841050148,0.07534580305218691,0.5398238152265549,0.10875741392374036,0.5978627353906631,0.11524656414985651,0.5819735527038574,0.07869414240121836,0.5419680178165436,0.11482268199324605,0.6018358469009399,0.11765411496162415,0.572403147816658,0.086701788008213,0.5297311842441559,0.12816331163048741,0.5908302366733551,0.12853226065635676,0.6260386109352112,0.15079317986965174,0.6059399545192719,0.15760713815689084,0.6002376973628998,0.17457273602485657,0.6398377418518066,0.12685731053352356,0.617488294839859,0.13817538321018213,0.6119652688503265,0.15478306263685226,0.6325100064277649,0.13957941532135004,0.6121110916137695,0.14699653536081309,0.6057820320129395,0.165216326713562,0.21373188495635986,0.10494555532932279,0.13160220161080355,5.237564563751221,2.6459708213806152,6.617591619491577,3.386149048805237,6.580170035362243,3.074139714241028
