Folder,Style Loss (in),Style Loss (out),Style Loss (trigger)
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000010/style/impressionism,506.6610412597656,335.23272705078125,309.021484375
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000010/style/vladimir_borovikovsky,1169.059326171875,482.9313354492188,1404.4071044921875
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000010/style/pencil_drawing,379.886474609375,235.2362365722656,157.67230224609375
ddim-v1-5-pruned-emaonly-exp-1034-sd15-nt-lr5e-6-a-000010/style/ghibi,1421.304931640625,1068.049072265625,4318.044921875
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/felix_vallotton_stroke,2347.091552734375,2865.47802734375,2876.7431640625
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/ghibi_alter,2976.68115234375,1051.368896484375,4397.5869140625
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/ukiyo_e,927.5950927734376,758.3632202148438,682.53466796875
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/impressionism,417.17425537109375,713.6214599609375,1520.9638671875
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/vladimir_borovikovsky,995.7650146484376,680.0430908203125,2425.80517578125
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/pencil_drawing,281.1585693359375,838.3846435546875,1694.047607421875
ddim-v1-5-pruned-emaonly-exp-1033-sd15-nt-attnonly-c-000010/style/ghibi,1323.590087890625,1088.56103515625,2757.93115234375
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030/style/felix_vallotton_stroke,1707.177978515625,2371.86328125,1455.05859375
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030/style/ghibi_alter,1120.754638671875,525.7931518554688,481.1470031738281
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030/style/ukiyo_e,2004.633056640625,1346.97265625,1088.9501953125
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030/style/impressionism,511.5527038574219,584.8251953125,713.7634887695312
ddim-v1-5-pruned-emaonly-exp-1031-sd15-nt-c-000030/style/vladimir_borovikovsky,1149.8131103515625,561.1539916992188,1951.026123046875
