Folder,Style Loss (in),Style Loss (out),Style Loss (trigger)
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b-000010/style/ukiyo_e,2251.8271484375,1573.947509765625,1719.857421875
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b-000010/style/impressionism,895.3712768554688,704.9112548828125,508.1680603027344
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b-000010/style/vladimir_borovikovsky,1395.4246826171875,729.097412109375,690.4608764648438
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b-000010/style/pencil_drawing,916.590087890625,666.3870849609375,1215.09521484375
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b-000010/style/ghibi,1200.677978515625,1012.4334716796875,798.205810546875
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/felix_vallotton_stroke,2251.070068359375,2564.0498046875,1922.924072265625
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/ghibi_alter,1262.216796875,579.614990234375,425.9676513671875
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/ukiyo_e,1837.608154296875,1087.79150390625,1244.04150390625
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/impressionism,611.6043701171875,692.521240234375,754.76318359375
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/vladimir_borovikovsky,1055.506103515625,658.070068359375,961.1761474609375
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/pencil_drawing,386.6265563964844,355.61553955078125,519.4722290039062
ddim-v1-5-pruned-emaonly-exp-1011-sd15-loha4a2-b-000030/style/ghibi,1452.31591796875,1271.1728515625,1135.7891845703125
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/felix_vallotton_stroke,1832.623046875,1947.929931640625,2422.574951171875
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/ghibi_alter,1833.6815185546875,792.195068359375,564.8917846679688
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/ukiyo_e,1042.5357666015625,833.1656494140625,845.9638671875
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/impressionism,463.0159912109375,452.14556884765625,331.19256591796875
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/vladimir_borovikovsky,741.8800048828125,471.15777587890625,710.364990234375
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/pencil_drawing,334.66326904296875,285.68121337890625,231.99832153320312
ddim-v1-5-pruned-emaonly-exp-1017-sd15-loha4a2-lr5e-3-b-000010/style/ghibi,1325.17431640625,962.62841796875,987.3089599609375
ddim-v1-5-pruned-emaonly-exp-1023-sd15-lokrconf12-b/style/felix_vallotton_stroke,1136.00537109375,1713.136474609375,1401.02880859375
