Folder,Text Similarity (in),Text Similarity (out),Image Similarity (clip-L-14) (in-crop),Image Similarity (clip-L-14) (out-crop),Image Similarity (clip-L-14) (in-padding),Image Similarity (clip-L-14) (out-padding),Image Similarity (convnextv2-l) (in-crop),Image Similarity (convnextv2-l) (out-crop),Image Similarity (convnextv2-l) (in-padding),Image Similarity (convnextv2-l) (out-padding),Image Similarity (dinov2-l-fb) (in-crop),Image Similarity (dinov2-l-fb) (out-crop),Image Similarity (dinov2-l-fb) (in-padding),Image Similarity (dinov2-l-fb) (out-padding),vendi (clip-L-14) (in),vendi (clip-L-14) (out),vendi (dinov2-l-fb) (in),vendi (dinov2-l-fb) (out),vendi (convnextv2-l) (in),vendi (convnextv2-l) (out)
exp-1101-sd15-nt-a/anime/abukuma,0.27068568269411725,0.2776382466157277,0.7443468570709229,0.7068019509315491,0.7327409783999125,0.6935321092605591,0.627703865369161,0.5397022068500519,0.6127147674560547,0.5229456524054209,0.615216334660848,0.48785777886708576,0.6079839964707693,0.4763128161430359,2.56516695022583,1.596654971440633,6.44484814008077,2.463963429133097,5.60435167948405,2.155111233393351
exp-1101-sd15-nt-a/anime/ikamusume,0.24190202355384824,0.23799216250578561,0.7428523500760397,0.7123105128606161,0.7331958413124084,0.6991702914237976,0.6200212637583414,0.5260553260644277,0.6091917554537455,0.5133018493652344,0.5781251390775045,0.4915603796641032,0.5765690604845682,0.4891215165456136,2.8726128737131753,1.7847077051798503,8.141399065653482,3.064858357111613,6.525284608205159,2.874910831451416
exp-1101-sd15-nt-a/people,0.2372853768368562,0.2734266807635625,0.6466512560844422,0.520757686595122,0.6348701775074005,0.5118553509314856,0.602789439757665,0.4175732945402464,0.5887292464574178,0.41386578530073165,0.5664180378119151,0.34706656336784364,0.5611380865176518,0.3519304012258847,4.36622367699941,2.3496062119801837,6.9158905426661175,3.1377677520116167,5.05282693306605,2.770924456914266
exp-1101-sd15-nt-a/people/Admiral_Piett,0.23018780350685114,0.22806736081838605,0.6711320281028748,0.5392385423183441,0.6619552969932556,0.5329105854034424,0.6257333159446716,0.42308254539966583,0.6130177080631256,0.4126990586519241,0.6112241744995117,0.3857480585575104,0.5990201830863953,0.3823822289705276,3.890471816062927,2.6606727838516235,4.9817875623703,3.184433937072754,4.494203209877014,3.089025616645813
exp-1101-sd15-nt-a/people/Bodhi_Rook,0.22866962353388465,0.27063458661238354,0.5899902582168579,0.45545538266499835,0.5772063136100769,0.44507429997126263,0.5556883613268534,0.33683202664057416,0.5231691102186838,0.31858280301094055,0.5344073375066122,0.29124782979488373,0.525230477253596,0.2910710970560709,5.8436605135599775,2.42795197168986,8.092377742131552,3.0368825594584146,6.344048817952474,2.7768985430399575
exp-1101-sd15-nt-a/people/Rose_Tico,0.24175491929054255,0.2670821398496628,0.6053305268287659,0.4938148856163025,0.5951346457004547,0.48844158649444575,0.5144979804754257,0.34430280327796936,0.5005581974983215,0.3495069891214371,0.38076460361480713,0.22120903432369227,0.37319107353687286,0.2256766408681869,5.0422258377075195,2.39225435256958,12.645416736602783,3.5130122900009155,7.017589330673218,2.751354694366455
exp-1101-sd15-nt-a/people/Saw_Gerrera,0.25329286977648735,0.30183204263448715,0.683376669883728,0.5402267649769783,0.6745065450668335,0.537979856133461,0.6542065590620041,0.47227247804403305,0.6508949398994446,0.4753580912947655,0.6222744286060333,0.35466304421424866,0.6228017807006836,0.36481038480997086,3.209958553314209,2.109512686729431,5.043798446655273,3.031369924545288,3.8454895615577698,2.507355809211731
exp-1101-sd15-nt-a/scene,0.20004144608974453,0.1961892396211624,0.6946455121040345,0.541499400138855,0.713620924949646,0.5596794664859772,0.7261354684829712,0.5309740483760834,0.7515710353851318,0.5535664439201355,0.6457260608673095,0.39153636395931246,0.6671504020690918,0.40880157649517057,2.260299277305603,1.8115909576416016,3.8443768978118897,2.919546341896057,2.277264642715454,1.9350761890411377
exp-1101-sd15-nt-a/stuffed_toy,0.2865811636050542,0.2870265021920204,0.7127753794193268,0.6924121280511221,0.7125258048375448,0.6916276117165884,0.6295577585697174,0.6511760056018829,0.6183294504880905,0.6341808388630549,0.5637010534604391,0.527194544672966,0.5627832065025965,0.5266471058130264,3.0692269603411355,1.681563913822174,6.968597133954366,2.510607361793518,4.208587646484375,1.6755144198735554
exp-1101-sd15-nt-a/style,0.15941533233438213,0.1758453207356589,0.4810216171400888,0.38644611835479736,0.4746427961758205,0.38529781784330097,0.36231553980282377,0.22388982985700875,0.3674401044845581,0.24302034931523459,0.3527524790593556,0.18921036379677908,0.35495629480906893,0.19431972503662107,6.298128843307495,1.9542229175567627,16.231460298810685,3.0753694602421353,11.631223678588867,2.651143823351179
exp-1101-sd15-nt-b,0.22977810975814617,0.2550408172702032,0.6629646926456026,0.5556710225391011,0.6593552606541012,0.553654357691606,0.594622939815597,0.4509560567944769,0.5906854239626536,0.45053725611595874,0.5559967563833509,0.3680883721203084,0.5572624336443249,0.370896092038306,3.7724789491153894,1.967332985628219,8.049639794561596,2.8899581437640722,5.971899173108357,2.3607994362286164
exp-1101-sd15-nt-b-000010,0.22746847616065113,0.265604897127265,0.6710403448343276,0.5387875676297005,0.6647076823597863,0.5350378650143034,0.6038352798847926,0.42519769265538165,0.5975071775629408,0.42446444975478304,0.5671248232183003,0.3429954372275443,0.5671762690657662,0.34440361481337317,3.738623807884397,2.0440557578631813,7.928632373128619,3.0010748337564013,6.001424576895578,2.4861533847309296
exp-1101-sd15-nt-b-000010/anime,0.2676988730827967,0.29589614967505135,0.7070569396018982,0.6421307484308878,0.6976580659548441,0.6339201649030051,0.571228019396464,0.4514275769392649,0.5632595260938008,0.443699848651886,0.5550964951515198,0.38885323007901507,0.5506636937459309,0.3828661064306895,3.112225580215454,1.94171629746755,8.132441393534343,3.103993225097656,6.541709486643474,2.691884104410807
exp-1101-sd15-nt-b-000010/anime/abukuma,0.27170442541440326,0.29375661412874854,0.7412934303283691,0.6815100113550822,0.7304732402165731,0.669731338818868,0.6049805680910746,0.5092439750830332,0.5955646634101868,0.4973343511422475,0.6030182143052419,0.446262131134669,0.5947790741920471,0.43464792768160504,2.6753937403361,1.760815183321635,6.849318345387776,2.6039037704467773,6.240800539652507,2.3846861521402993
exp-1101-sd15-nt-b-000010/anime/ikamusume,0.25162525475025177,0.26242458323637646,0.7205672264099121,0.6722391645113627,0.7106291651725769,0.6605949004491171,0.5924680630366007,0.47055668632189435,0.5894286433855692,0.46510497728983563,0.5516170958677927,0.42358314990997314,0.5507158736387888,0.4216771225134532,3.5225427945454917,2.0737838745117188,9.30896806716919,3.3269593715667725,6.963370005289714,3.1458748976389566
exp-1101-sd15-nt-b-000010/people,0.2457471542060375,0.28951271424690883,0.6237701346476873,0.4946135158340136,0.6105455001195271,0.48437886635462435,0.5681009471416474,0.37536236345767976,0.5505278696616491,0.37035744041204455,0.5309759199619293,0.30200036019086834,0.5266403456528982,0.30673926621675485,4.182551169395447,2.3610979477564493,7.488452315330505,3.358068199952443,5.604767326513926,3.0009612441062927
exp-1101-sd15-nt-b-000010/people/Admiral_Piett,0.22812414169311518,0.2596729099750519,0.5971028208732605,0.4438856393098831,0.5886751115322113,0.4372361600399017,0.5753519833087921,0.3425389975309372,0.5565633475780487,0.3289477005600929,0.5570728182792664,0.28556607663631434,0.545561671257019,0.2863902226090431,5.643467426300049,2.7559072971343994,6.6086565256118766,3.525138258934021,6.694510221481323,3.4380687475204468
exp-1101-sd15-nt-b-000010/people/Bodhi_Rook,0.22700597345829007,0.27456541856129957,0.5633405844370524,0.4305194814999898,0.546802798906962,0.4174822469552358,0.5280712842941284,0.2869576066732406,0.4912241796652476,0.2677190750837326,0.49166572093963623,0.23288097232580177,0.4818274180094401,0.23312544822692868,4.891323089599609,2.295055945714315,9.611848831176758,3.002442995707194,6.337752183278401,2.8346662521362305
exp-1101-sd15-nt-b-000010/people/Rose_Tico,0.2569772750139236,0.2859069257974624,0.5997194051742554,0.49786409735679626,0.5876370966434479,0.4900740087032318,0.4851965755224228,0.3122949302196502,0.4658253937959671,0.313748836517334,0.35866138339042664,0.20458277314901346,0.35192207992076874,0.2078539058566093,4.795618772506714,2.4216943979263306,12.68879222869873,3.803505659103394,8.056877851486206,3.157013177871704
exp-1101-sd15-nt-b-000010/people/Saw_Gerrera,0.2797960601747036,0.32235685735940933,0.6665602773427963,0.515987865626812,0.6584901213645935,0.5141492187976837,0.601556733250618,0.42401649057865143,0.5937018990516663,0.42771777510643005,0.5885281562805176,0.30358254164457316,0.5890334695577621,0.3089375868439674,2.855326533317566,2.242098808288574,4.83208441734314,3.2766109108924866,3.6799349188804626,2.8168001770973206
exp-1101-sd15-nt-b-000010/scene,0.1749667346477508,0.22517561912536616,0.7787666082382202,0.5002393305301667,0.7777225017547608,0.5023015558719635,0.8169611692428589,0.4321386754512787,0.8194556713104248,0.4431489765644073,0.7515287756919861,0.3299092710018158,0.7583597064018249,0.33483099937438965,2.404538297653198,2.1031378746032714,3.6037151336669924,3.1065660953521728,2.417332339286804,2.3487856864929197
exp-1101-sd15-nt-b-000010/stuffed_toy,0.29073158154884976,0.32747820516427356,0.7673793534437815,0.663673609495163,0.7659270664056143,0.6623567839463552,0.7029545605182648,0.6410987625519434,0.6890055040518442,0.623471587896347,0.6395072986682256,0.49765075743198395,0.6390519440174103,0.49735012650489807,2.674800376097361,1.814988911151886,5.714077552159627,2.425744414329529,3.9755481282869973,1.882142186164856
exp-1101-sd15-nt-b-000010/style,0.15819803731782092,0.1899617974247251,0.47822868824005127,0.393280633858272,0.471685277564185,0.3922319539955684,0.3599317031247275,0.22596108487674169,0.36528731669698444,0.2416443952492305,0.35851562661784037,0.19656356743403838,0.3611656555107662,0.20023157554013385,6.319003616060529,1.9993377583367484,14.704475470951625,3.011002234050206,11.467765603746686,2.5069937024797713
exp-1101-sd15-nt-b-000030,0.23052160032448313,0.25490133328097203,0.6692996539388385,0.5673904449031466,0.6660847214290073,0.5654752242423239,0.600206915140152,0.46606113672256466,0.5959117141507921,0.4646928955259777,0.561628630615416,0.3832052348625092,0.5633463765326001,0.386210064121655,3.763562308493115,1.9499131408191865,7.906214291027614,2.803858798117865,5.886100741341001,2.2884281336693535
exp-1101-sd15-nt-b-000030/anime,0.27244822482268016,0.2908142179250717,0.7203722794850667,0.6617429971694946,0.7111669858296712,0.6529790997505188,0.5751049399375916,0.4748209218184153,0.565684582789739,0.46400787234306334,0.5682879686355591,0.41661706368128454,0.5619710683822632,0.4098714431126912,2.8452041069666545,1.7611565430959069,7.626060597101848,2.9180185476938885,6.298993730545044,2.486520799001058
exp-1101-sd15-nt-b-000030/anime/abukuma,0.27279286583264667,0.27929343779881793,0.753119707107544,0.7119816939036051,0.7407625714937845,0.699334184328715,0.6227603356043497,0.5430658559004465,0.6075762708981832,0.5253328680992126,0.6227106750011444,0.4836527109146118,0.6126344303290049,0.470099280277888,2.402983069419861,1.5851686000823975,5.847027063369751,2.5327134927113852,5.275639931360881,2.102207660675049
exp-1101-sd15-nt-b-000030/anime/ikamusume,0.2443301826715469,0.23861690858999884,0.7453012267748514,0.713131864865621,0.7355890870094299,0.7010749181111654,0.6128990252812704,0.5218947331110636,0.6006058653195699,0.5094051659107208,0.5775837302207947,0.49097256859143573,0.575763483842214,0.4875844717025757,2.8853028615315757,1.7919661204020183,8.31610663731893,2.971764087677002,6.547736485799153,2.8385130564371743
exp-1101-sd15-nt-b-000030/people,0.24091750408212342,0.2813633898893992,0.6367982765038808,0.5047628800074259,0.6255990544954936,0.4965626920262972,0.5938808421293895,0.4012124568223953,0.5789959977070491,0.39634918669859565,0.5603674034277598,0.33637710014979044,0.5581971188386281,0.34132431745529174,4.538939805825551,2.4352655013402305,6.814840173721313,3.127555553118388,5.204906133810679,2.8195680777231855
exp-1101-sd15-nt-b-000030/people/Admiral_Piett,0.2312746867537498,0.24251567572355265,0.6368706822395325,0.4921727925539017,0.6283337473869324,0.48648455739021296,0.6009134650230408,0.38811443746089935,0.5869314670562744,0.37665751576423645,0.590559795498848,0.3625599220395088,0.5771732479333878,0.36078493297100067,4.801524639129639,2.752818584442139,6.255649447441101,3.2261383533477783,5.870050668716431,3.148661732673645
exp-1101-sd15-nt-b-000030/people/Bodhi_Rook,0.22768964370091752,0.26649880905946094,0.5880866448084513,0.4651465912659963,0.5752440889676412,0.45519789059956867,0.5602725346883138,0.3539677858352661,0.5241752167542776,0.333042432864507,0.5475552280743917,0.3115774442752202,0.5368149081865946,0.3106196075677871,5.894689242045085,2.5570313135782876,7.396275758743286,3.0015245278676352,5.9130509694417315,2.8506792386372886
exp-1101-sd15-nt-b-000030/people/Rose_Tico,0.250813215970993,0.28021652996540064,0.5995273292064667,0.48630738258361816,0.5890287458896637,0.48123233020305634,0.5091175436973572,0.32762137055397034,0.4917217344045639,0.33227419853210444,0.37783768773078913,0.2106342613697052,0.3723217099905014,0.21545292437076566,5.172347545623779,2.3681777715682983,12.33001184463501,3.4938857555389404,7.302181243896484,2.832063317298889
exp-1101-sd15-nt-b-000030/people/Saw_Gerrera,0.26425142958760256,0.31631556898355484,0.6723896265029907,0.5197938829660416,0.6655384004116058,0.5183503106236458,0.6364562213420868,0.43265002965927124,0.6377449631690979,0.4361501485109329,0.6026102751493454,0.3175482228398323,0.6163487732410431,0.3280721455812454,3.347678005695343,2.245208501815796,4.595071911811829,3.0715728998184204,3.770324409008026,2.663630485534668
exp-1101-sd15-nt-b-000030/scene,0.18347606956958767,0.19809503555297847,0.7467551350593566,0.5641128063201905,0.7573394298553466,0.5741590917110443,0.7854454517364502,0.5459456145763397,0.7976682424545288,0.5573148310184479,0.704020094871521,0.4179053664207458,0.7205049753189087,0.4302861750125885,2.3768617153167724,1.9334614753723147,3.6661065816879272,2.7607978105545046,2.268229842185974,1.9675120830535888
exp-1101-sd15-nt-b-000030/stuffed_toy,0.2936856299638748,0.317007248600324,0.764129509528478,0.7083296477794647,0.7632522284984589,0.707004189491272,0.6907532413800558,0.6796550651391348,0.6777188976605734,0.6615178287029266,0.6271613091230392,0.5515434344609579,0.6262680341800054,0.5510573784510294,2.8164373437563577,1.6479305624961853,5.587122042973836,2.2606736421585083,3.7850328485171,1.6292214194933574
exp-1101-sd15-nt-b-000030/style,0.16208057318414956,0.18722677443708688,0.47844306911740986,0.3980038932391575,0.4730659084660666,0.3966710482324873,0.35585010051727295,0.2286716252565384,0.3594908501420702,0.24427475886685507,0.34830637701920103,0.1935832095997674,0.3497906859431948,0.19851100657667428,6.240368570600237,1.9717516217912947,15.836942059653145,2.9522484370640347,11.873341151646205,2.5393182890755788
exp-1101-sd15-nt-b/anime,0.2727834661801656,0.291249472896258,0.7164876937866211,0.6602471590042114,0.707568879922231,0.6504262804985046,0.5877734065055847,0.4733786384264628,0.5767399191856384,0.46103188792864486,0.568097593386968,0.41349775195121763,0.5629965941111247,0.40703128774960834,2.9665035247802733,1.748817237218221,7.803505166371664,2.886316537857056,6.365840133031209,2.5063001314798994
exp-1101-sd15-nt-b/anime/abukuma,0.27128323912620544,0.28270629048347473,0.7430996696154276,0.6991978685061137,0.7320554057757059,0.6856813629468282,0.6256168087323507,0.5264188547929128,0.611256738503774,0.5089838107426962,0.6105315089225769,0.4713459014892578,0.603336383899053,0.4598529537518819,2.6603852907816568,1.6162838538487752,6.784680048624675,2.5380813280741377,5.754961093266805,2.1968255837758384
exp-1101-sd15-nt-b/anime/ikamusume,0.24091596404711402,0.2378122260173161,0.743810256322225,0.714201827843984,0.733245849609375,0.700415293375651,0.6252575318018595,0.5309057235717773,0.6147047082583109,0.5169370770454407,0.5821369091669718,0.4955802261829376,0.580284595489502,0.4918220539887746,2.783478339513143,1.7409584124883015,7.9758524894714355,3.0739053090413413,6.153851826985677,2.8430063724517822
