Folder,FD (convnextv2-l),FD (clip-L-14),FD (convnextv2-l-padding),FD (clip-L-14-padding),FD (dinov2-l-fb-padding),FD (dinov2-l-fb),FD (dinov2-l-padding),FD (dinov2-l)
v15-exp-1006-sd15-lora8a4-scalar-b-000030,79.2116488115671,83.45216031811424,90.30059015343818,89.83035054053641,343.3155235421764,334.6367498171485,370.18409796465767,372.841266011154
v15-exp-1013-sd15-loha16a1-c,82.726617553923,86.52039933887738,96.12088907068392,92.98350232146618,355.42638902064937,347.7537432494082,398.5168322653858,398.399339288017
v15-exp-1017-sd15-loha4a2-Prodigy-a-000010,150.90264314090803,137.00063022062335,163.4202688260201,144.3018269603872,735.0367590243636,724.7510517326432,744.0683396990166,741.4111513137973
v15-exp-1028-sd15-lokrf8d8a4-Prodigy-b-000030,151.6425898161698,148.61594752550835,167.42789434282008,155.5916787389408,811.5824002222466,791.785395233178,809.8866317155348,799.8100355688366
v15-exp-1014-sd15-lohacon4a2-a-000030,85.38096656061884,87.5357466096824,100.02284708682714,94.37431651564476,366.32693977298095,354.1907616699882,382.168973539417,384.989440203547
v15-exp-1007-sd15-lora8a4-Prodigy-b-000010,104.43126909961234,103.6895970648432,118.14493203352548,110.41421034930192,492.0211595135488,480.7869298078167,508.5241621356272,503.137202814939
v15-exp-1013-sd15-loha16a1-b-000010,91.1089224946304,89.42882373590203,104.67560957355,96.0441485175827,403.2651752467291,385.647058701788,402.7507060374383,403.3663455390142
v15-exp-1015-sd15-lohaatnonly4a2-c,97.02939002268238,92.54284547556904,111.64307086889698,100.0585626516728,418.007930793136,404.4623711746208,429.1143772098603,429.0903623427316
v15-exp-1005-sd15-loraattnonly8a4-c-000010,98.16318158384912,94.71881760969234,109.10967224941533,101.30377654221144,436.5235475059517,428.1731170118183,451.7562507314288,451.0191579372686
v15-exp-1004-sd15-locon8a4-a-000030,88.71500789504898,89.64195736311399,98.65902049630633,95.13779785678872,360.8073368853848,356.2996708123246,411.355572300909,411.6895752281234
v15-exp-1004-sd15-locon8a4-c-000010,89.27482493995899,89.09398462423917,101.682019694136,95.10832374401446,392.637181747456,382.1624031192646,405.5197990686052,407.6320339202157
v15-exp-1016-sd15-loha4a2-scalar-b,87.42361586364495,87.4712051377694,101.67437789715292,93.83943061597893,377.2913106363399,365.0610830938972,401.16178369607087,399.971624487539
v15-exp-1004-sd15-locon8a4-c-000030,82.46745979211983,87.09727482903679,92.08530204065688,91.8594149711509,352.7368003299748,349.18583253428824,413.5249574365757,411.0301657209707
v15-exp-1025-sd15-lokrconf8d8a4-b-000030,99.65077611245717,97.32354464603976,113.9897564221286,105.5074526011286,468.5951738812069,452.4418267646033,463.2406807554148,459.7123106139361
v15-exp-1005-sd15-loraattnonly8a4-a,88.45815638779936,87.8148038134317,99.22773676261818,94.02765396636948,381.9331782263039,372.6564113163827,403.5787121698222,408.6942433852955
v15-exp-1001-sd15-lora8a4-b,84.55818756513122,86.28802754843741,95.06718860321872,91.75897323088986,352.8157629445591,350.8761281173206,395.8649913632016,400.18642642723626
v15-exp-1026-sd15-lokrattnonlyf8d8a4-c-000030,122.42851739396326,111.22592781196472,135.58721542280898,119.74432107684316,605.6389288699265,588.2306816100308,610.376804825557,606.1483866040194
v15-exp-1011-sd15-loha4a2-c,87.66191191026701,85.94461295356246,100.7117499806327,92.39031583663903,365.3166340387452,356.2460671923254,391.4702600031751,392.4365856741933
v15-exp-1016-sd15-loha4a2-scalar-b-000010,102.3270384516909,100.77794058841728,115.33343133623907,108.67796030734058,481.7400923468927,469.0526132466189,477.6284230557153,476.1178031191048
v15-exp-1017-sd15-loha4a2-Prodigy-b-000030,229.7116478855748,197.68256181741265,236.49092353575327,203.24687461619504,1113.120023877826,1103.5297912662968,1134.9363334481786,1127.3968576129737
v15-exp-1028-sd15-lokrf8d8a4-Prodigy-a,167.5224511583492,151.73616187922994,182.2821739043553,158.2887759043993,856.6299730788132,839.6659613232769,857.6960337420037,852.9136176144266
