iter	RMSE
0	0.2037300656
1	0.195653503
2	0.1885350682
3	0.182141375
4	0.1814014865
5	0.1776238229
6	0.1763760355
7	0.1728885782
8	0.167906442
9	0.1630156013
10	0.1591297485
11	0.1572084216
12	0.1527836758
13	0.1479793407
14	0.1437679235
15	0.1401570015
16	0.1355252215
17	0.1322116288
18	0.1299825755
19	0.1279697011
20	0.1236637811
21	0.1228866873
22	0.1212934963
23	0.1191378238
24	0.1168339409
25	0.1148691147
26	0.1129170738
27	0.1126529465
28	0.1114836359
29	0.1102596862
30	0.1080771431
31	0.1055132251
32	0.1043323055
33	0.1032684683
34	0.1012453347
35	0.0995673793
36	0.09846471273
37	0.0973249566
38	0.09580655039
39	0.0952288434
40	0.09431769928
41	0.09329721016
42	0.09153237472
43	0.09100580745
44	0.09026152222
45	0.09024573322
46	0.08912689537
47	0.08857305579
48	0.0878227007
49	0.08689606061
50	0.08595727465
51	0.08539712155
52	0.08470504145
53	0.08397445643
54	0.08344923634
55	0.08317365996
56	0.08258090604
57	0.08202290381
58	0.08085084703
59	0.07985265171
60	0.07907082506
61	0.0788027405
62	0.07840471968
63	0.0777061427
64	0.07752032192
65	0.07719697531
66	0.07691042521
67	0.0763187084
68	0.07608936521
69	0.07565484799
70	0.07502160966
71	0.07498791224
72	0.07495751216
73	0.0744713226
74	0.07387291014
75	0.07351569605
76	0.0734107722
77	0.07337719525
78	0.0729455271
79	0.07262179017
80	0.07240161041
81	0.07233253459
82	0.07227122551
83	0.0717243048
84	0.07148811595
85	0.07106437747
86	0.07100573688
87	0.07075920859
88	0.07059090864
89	0.07013284744
90	0.06988110452
91	0.06960932391
92	0.0692067997
93	0.0691451646
94	0.06895108945
95	0.06877880187
96	0.06872242882
97	0.06836694489
98	0.06799244844
99	0.06729206345
100	0.06714465822
101	0.06709577682
102	0.06648418443
103	0.06608679806
104	0.06607188262
105	0.06601757697
106	0.06597970074
107	0.06584893723
108	0.06569764763
109	0.06534932398
110	0.06531405732
111	0.06518139724
112	0.06514855436
113	0.06503044966
114	0.06473551083
115	0.06470395836
116	0.06463132179
117	0.06459394637
118	0.06452227722
119	0.06386307019
120	0.06379683262
121	0.0637372833
122	0.06367518841
123	0.06307272638
124	0.062610328
125	0.06251839951
126	0.06231352113
127	0.06198380834
128	0.06127875991
129	0.0605264422
130	0.06025938319
131	0.05996355463
132	0.05969035985
133	0.05961732133
134	0.05958915397
135	0.05925960202
136	0.05877487905
137	0.0583523281
138	0.05826273855
139	0.05790748966
140	0.0577074051
141	0.05709941904
142	0.05691802525
143	0.05680573677
144	0.05668258432
145	0.05662298265
146	0.05652509054
147	0.05646269006
148	0.05594923253
149	0.05579874589
150	0.05552516883
151	0.05541504917
152	0.05516873448
153	0.05457131072
154	0.05443228067
155	0.05426292265
156	0.05407128405
157	0.05397210798
158	0.05382665844
159	0.05355328449
160	0.05346739744
161	0.05322104309
162	0.05312799596
163	0.05290484151
164	0.05286220633
165	0.05266024873
166	0.05255153245
167	0.05230167907
168	0.05214250299
169	0.0520687092
170	0.0519553731
171	0.05187255879
172	0.05173391878
173	0.05160818473
174	0.05154929331
175	0.05119241286
176	0.05114711316
177	0.05101202457
178	0.05097059016
179	0.05083311429
180	0.05072240027
181	0.05038668852
182	0.04999135598
183	0.04969949022
184	0.04959476734
185	0.0494692957
186	0.04933197182
187	0.04923218418
188	0.04913882225
189	0.04879505437
190	0.0487089881
191	0.04864493514
192	0.04848634375
193	0.04842743822
194	0.04813408688
195	0.04789948735
196	0.0478402268
197	0.04778674901
198	0.04771069949
199	0.04764931755
200	0.0475991668
201	0.04755378464
202	0.04744890705
203	0.04722924667
204	0.04715597344
205	0.04711033017
206	0.04702059888
207	0.0469663945
208	0.04686941981
209	0.04681575416
210	0.0467671025
211	0.04642474524
212	0.04633061686
213	0.04628338317
214	0.04619960321
215	0.04588930776
216	0.04584137514
217	0.04579721557
218	0.04571286187
219	0.04567387826
220	0.04555472161
221	0.04536162259
222	0.04524941242
223	0.04517385519
224	0.0450467008
225	0.04493208702
226	0.0447491144
227	0.0445795766
228	0.04447699585
229	0.044239495
230	0.04407403118
231	0.0440014577
232	0.04394398555
233	0.04384729855
234	0.04364150226
235	0.04355041663
236	0.04310143779
237	0.04293502413
238	0.04288529583
239	0.04285899475
240	0.04276818167
241	0.04274276237
242	0.04271733899
243	0.04264768313
244	0.04255339297
245	0.04249011624
246	0.0423967143
247	0.04236785225
248	0.04228249359
249	0.04202960718
250	0.04198382852
251	0.04173708915
252	0.04150639739
253	0.04137839318
254	0.04134832357
255	0.04120334174
256	0.04118394685
257	0.04112034373
258	0.04109380535
259	0.0409644321
260	0.04073761529
261	0.04071454827
262	0.04065094538
263	0.04062598823
264	0.04048772129
265	0.04027802719
266	0.04025730042
267	0.04021195541
268	0.04019225678
269	0.040052406
270	0.03992691161
271	0.03990918574
272	0.03989005513
273	0.03987202229
274	0.03982574068
275	0.03956782576
276	0.03936129833
277	0.03933054001
278	0.03930339728
279	0.03910902697
280	0.03907217315
281	0.03900251099
282	0.03898648736
283	0.03881801988
284	0.03879425824
285	0.03877878788
286	0.03849709816
287	0.03844019897
288	0.0383382173
289	0.03825559498
290	0.03820305961
291	0.03811073438
292	0.03802580258
293	0.03787463895
294	0.03785123521
295	0.03763002586
296	0.03761117342
297	0.03751115324
298	0.03748376478
299	0.03739618359
